            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,                     LT,                     RG,                     RR,
**************************************************************************************************************************************************************************************************
$$SOE
2415475.500000000, A.D. 1901-Apr-01 00:00:00.0000,  6.972773025597066E+08, -4.173979384361147E+08, -6.580025249603483E+07,  3.147701455853767E-02,  8.153197832165004E+08,  4.296894337906482E+03,
2415485.500000000, A.D. 1901-Apr-11 00:00:00.0000,  7.027830827655541E+08, -4.086533972870102E+08, -6.253640754483551E+07,  3.147857982960464E-02,  8.153603269746968E+08,  3.811733590430951E+03,
2415495.500000000, A.D. 1901-Apr-21 00:00:00.0000,  7.081605436331044E+08, -3.998342449377497E+08, -5.926114397823912E+07,  3.147995765671095E-02,  8.153960155466080E+08,  3.325870320928432E+03,
2415505.500000000, A.D. 1901-May-01 00:00:00.0000,  7.134087195483987E+08, -3.909421012769553E+08, -5.597506115074953E+07,  3.148114778394845E-02,  8.154268423036840E+08,  2.839383814012747E+03,
2415515.500000000, A.D. 1901-May-11 00:00:00.0000,  7.185266664165767E+08, -3.819785978461879E+08, -5.267876005900405E+07,  3.148214998596712E-02,  8.154528014088935E+08,  2.352353101955930E+03,
2415525.500000000, A.D. 1901-May-21 00:00:00.0000,  7.235134617723378E+08, -3.729453776219272E+08, -4.937284326367903E+07,  3.148296406788919E-02,  8.154738878144988E+08,  1.864857018893617E+03,
2415535.500000000, A.D. 1901-May-31 00:00:00.0000,  7.283682048898712E+08, -3.638440947971210E+08, -4.605791481151681E+07,  3.148358986525082E-02,  8.154900972605461E+08,  1.376974323527231E+03,
2415545.500000000, A.D. 1901-Jun-10 00:00:00.0000,  7.330900168930913E+08, -3.546764145630502E+08, -4.273458015743306E+07,  3.148402724401405E-02,  8.155014262751756E+08,  8.887838939631504E+02,
2415555.500000000, A.D. 1901-Jun-20 00:00:00.0000,  7.376780408650831E+08, -3.454440128919998E+08, -3.940344608664648E+07,  3.148427610061896E-02,  8.155078721759702E+08,  4.003647302549415E+02,
2415565.500000000, A.D. 1901-Jun-30 00:00:00.0000,  7.421314419557793E+08, -3.361485763196884E+08, -3.606512063676345E+07,  3.148433636202096E-02,  8.155094330709252E+08, -8.820408723453710E+01,
2415575.500000000, A.D. 1901-Jul-10 00:00:00.0000,  7.464494074883167E+08, -3.267918017270877E+08, -3.272021301980378E+07,  3.148420798572224E-02,  8.155061078592585E+08, -5.768433910863172E+02,
2415585.500000000, A.D. 1901-Jul-20 00:00:00.0000,  7.506311470643933E+08, -3.173753961217560E+08, -2.936933354416187E+07,  3.148389095980998E-02,  8.154978962324038E+08, -1.065473899848926E+03,
2415595.500000000, A.D. 1901-Jul-30 00:00:00.0000,  7.546758926686924E+08, -3.079010764188656E+08, -2.601309353649309E+07,  3.148338530300686E-02,  8.154847986753168E+08, -1.554016187274507E+03,
2415605.500000000, A.D. 1901-Aug-09 00:00:00.0000,  7.585828987720933E+08, -2.983705692221324E+08, -2.265210526351908E+07,  3.148269106472574E-02,  8.154668164678934E+08, -2.042390704600544E+03,
2415615.500000000, A.D. 1901-Aug-19 00:00:00.0000,  7.623514424328743E+08, -2.887856106044049E+08, -1.928698185375851E+07,  3.148180832509509E-02,  8.154439516856264E+08, -2.530517903696589E+03,
2415625.500000000, A.D. 1901-Aug-29 00:00:00.0000,  7.659808233959490E+08, -2.791479458871467E+08, -1.591833721914911E+07,  3.148073719494431E-02,  8.154162071992264E+08, -3.018318279899561E+03,
2415635.500000000, A.D. 1901-Sep-08 00:00:00.0000,  7.694703641912420E+08, -2.694593294192864E+08, -1.254678597650239E+07,  3.147947781579577E-02,  8.153835866744157E+08, -3.505712345289960E+03,
2415645.500000000, A.D. 1901-Sep-18 00:00:00.0000,  7.728194102303327E+08, -2.597215243557464E+08, -9.172943368830711E+06,  3.147803035983605E-02,  8.153460945711825E+08, -3.992620761165623E+03,
2415655.500000000, A.D. 1901-Sep-28 00:00:00.0000,  7.760273299008913E+08, -2.499363024345868E+08, -5.797425186573640E+06,  3.147639502983457E-02,  8.153037361416749E+08, -4.478964440737024E+03,
