"spkid","full_name","diameter","extent","rot_per","orbit_id","epoch","e","a","q","i","w","ad","per","per_y","sigma_e","sigma_a","sigma_q","sigma_i","sigma_per","first_obs","last_obs"
2344005,"344005 (2011 QZ75)",,,,11,2459600.5,0.0639,5.239,4.905,7.27,359.39,5.57,4.38e+03,12,9.6e-08,2.6e-07,6.8e-07,8.2e-06,3.2e-04,2002-12-31,2020-06-15
2344006,"344006 (2011 QD77)",6.022,,,10,2459600.5,0.1589,5.208,4.380,3.65,13.30,6.03,4.34e+03,11.9,1.2e-07,3.3e-07,9.0e-07,5.8e-06,4.1e-04,2000-10-05,2020-06-15
2344014,"344014 (2011 XX1)",,,,"JPL 20",2459600.5,0.0485,5.204,4.952,8.06,9.66,5.46,4.34e+03,11.9,7.7e-08,2.2e-07,5.9e-07,4.6e-06,2.8e-04,2002-03-11,2021-12-06
2344185,"344185 (2001 DE106)",,,,"JPL 18",2459600.5,0.1205,5.279,4.643,17.61,142.27,5.92,4.43e+03,12.1,8.4e-08,1.8e-07,5.7e-07,9.1e-06,2.3e-04,2001-02-02,2021-11-01
2344340,"344340 (2001 VG132)",,,,14,2459600.5,0.0115,5.237,5.177,11.06,100.05,5.30,4.38e+03,12,9.4e-08,1.7e-07,5.7e-07,5.6e-06,2.2e-04,2001-11-04,2020-06-26
2344435,"344435 (2002 FD38)",15.548,,,"JPL 23",2459600.5,0.0246,5.303,5.172,18.58,259.03,5.43,4.46e+03,12.2,5.4e-08,1.4e-07,2.3e-07,1.0e-05,1.8e-04,2002-03-05,2021-12-25
2344556,"344556 (2002 WF25)",,,,15,2459600.5,0.0513,5.143,4.879,4.92,219.49,5.41,4.26e+03,11.7,7.4e-08,1.5e-07,4.7e-07,6.9e-06,1.9e-04,2002-11-16,2020-06-17
2344629,"344629 (2003 JL18)",,,,"JPL 19",2459600.5,0.0804,5.239,4.817,8.11,35.50,5.66,4.38e+03,12,6.8e-08,1.8e-07,4.9e-07,6.9e-06,2.3e-04,2002-04-13,2022-02-21
2344800,"344800 (2003 YE179)",,,,15,2459600.5,0.0380,5.333,5.130,10.45,43.43,5.53,4.5e+03,12.3,1.0e-07,3.2e-07,8.1e-07,6.5e-06,4.1e-04,2003-12-22,2020-06-21
2345407,"345407 (2006 BR260)",11.774,,4.53,8,2459600.5,0.0780,5.198,4.792,28.31,318.22,5.60,4.33e+03,11.8,1.3e-07,2.2e-07,8.2e-07,1.6e-05,2.7e-04,2000-09-27,2019-05-02
2345434,"345434 (2006 DP105)",,,,14,2459600.5,0.0531,5.249,4.970,4.20,25.71,5.53,4.39e+03,12,8.0e-08,2.2e-07,5.1e-07,8.3e-06,2.8e-04,2003-12-28,2021-06-17
2345753,"345753 (2007 EZ55)",9.124,,,10,2459600.5,0.1518,5.185,4.398,12.83,271.88,5.97,4.31e+03,11.8,1.0e-07,2.1e-07,6.3e-07,1.1e-05,2.6e-04,2000-08-31,2020-06-16
2345775,"345775 (2007 EN133)",,,,13,2459600.5,0.0826,5.124,4.701,8.62,35.27,5.55,4.24e+03,11.6,7.7e-08,2.0e-07,3.8e-07,8.4e-06,2.4e-04,2001-09-19,2020-06-23
2346245,"346245 (2008 CY115)",10.298,,,17,2459600.5,0.1126,5.139,4.560,30.07,112.40,5.72,4.25e+03,11.6,8.8e-08,2.1e-07,6.1e-07,9.2e-06,2.7e-04,2001-10-16,2021-08-29
2346255,"346255 (2008 EN29)",12.724,,,15,2459600.5,0.1482,5.265,4.484,25.99,305.40,6.05,4.41e+03,12.1,8.1e-08,1.9e-07,5.1e-07,1.1e-05,2.5e-04,2000-09-27,2021-06-09
2346264,"346264 (2008 FK100)",,,,16,2459600.5,0.1215,5.245,4.607,7.13,196.27,5.88,4.39e+03,12,7.3e-08,1.8e-07,5.0e-07,5.7e-06,2.2e-04,2006-01-23,2021-07-13
2346267,"346267 (2008 FA131)",,,,17,2459600.5,0.0643,5.159,4.827,12.18,307.76,5.49,4.28e+03,11.7,6.9e-08,2.2e-07,4.6e-07,7.9e-06,2.7e-04,2001-10-10,2020-06-24
2346268,"346268 (2008 FB134)",9.321,,,15,2459600.5,0.0984,5.162,4.654,20.40,53.82,5.67,4.28e+03,11.7,1.0e-07,1.9e-07,6.0e-07,1.2e-05,2.4e-04,2008-02-01,2020-07-17
2346274,"346274 (2008 GS99)",,,,13,2459600.5,0.1444,5.225,4.471,13.76,90.45,5.98,4.36e+03,11.9,9.0e-08,1.8e-07,5.9e-07,1.3e-05,2.3e-04,1999-10-13,2020-06-22
2346278,"346278 (2008 GR141)",,,,20,2459600.5,0.0874,5.231,4.774,14.53,248.84,5.69,4.37e+03,12,7.3e-08,2.0e-07,5.2e-07,6.9e-06,2.5e-04,2001-12-11,2021-06-08
2346883,"346883 (2009 JH4)",,,,18,2459600.5,0.0542,5.11,4.834,16.35,74.86,5.39,4.22e+03,11.6,8.5e-08,2.5e-07,6.4e-07,1.2e-05,3.1e-04,2001-10-13,2020-06-23
2346885,"346885 (2009 JN17)",14.274,,,18,2459600.5,0.1451,5.199,4.444,22.53,170.24,5.95,4.33e+03,11.9,8.6e-08,1.6e-07,5.5e-07,5.9e-06,1.9e-04,2001-12-13,2021-07-17
2347098,"347098 (2010 HO17)",12.154,,,15,2459600.5,0.1340,5.211,4.512,15.18,274.52,5.91,4.34e+03,11.9,9.0e-08,2.8e-07,6.8e-07,1.0e-05,3.5e-04,1995-02-04,2020-06-16
2347099,"347099 (2010 HO21)",,,,15,2459600.5,0.0420,5.217,4.998,23.73,20.46,5.44,4.35e+03,11.9,1.5e-07,3.8e-07,1.0e-06,1.5e-05,4.8e-04,2001-10-13,2020-07-14
2347134,"347134 (2010 MC113)",,,,15,2459600.5,0.0694,5.167,4.808,24.64,205.53,5.53,4.29e+03,11.7,7.1e-08,2.8e-07,5.8e-07,5.2e-06,3.4e-04,2006-02-02,2020-08-17
2347148,"347148 (2010 WY)",,,,"JPL 24",2459600.5,0.0500,5.261,4.997,8.47,286.69,5.52,4.41e+03,12.1,6.6e-08,2.1e-07,4.5e-07,4.4e-06,2.6e-04,2002-03-11,2021-11-20
2347296,"347296 (2011 OT5)",,,,21,2459600.5,0.0040,5.249,5.228,17.58,328.79,5.27,4.39e+03,12,7.0e-08,1.9e-07,2.9e-07,4.6e-06,2.3e-04,1992-12-26,2021-08-30
2347299,"347299 (2011 OA28)",,,,10,2459600.5,0.0657,5.215,4.872,13.03,12.18,5.56,4.35e+03,11.9,1.0e-07,3.2e-07,7.7e-07,8.5e-06,4.1e-04,2001-10-13,2020-05-20
2347313,"347313 (2011 QB46)",,,,14,2459600.5,0.0927,5.171,4.692,3.15,70.24,5.65,4.29e+03,11.8,8.5e-08,2.2e-07,6.1e-07,6.8e-06,2.8e-04,2000-10-30,2020-06-22
2347314,"347314 (2011 QE46)",,,,14,2459600.5,0.0954,5.244,4.743,8.27,105.21,5.74,4.39e+03,12,8.1e-08,2.5e-07,6.2e-07,7.4e-06,3.1e-04,2000-09-07,2020-06-24
2347315,"347315 (2011 QK46)",,,,15,2459600.5,0.0613,5.129,4.815,11.03,189.19,5.44,4.24e+03,11.6,6.5e-08,1.8e-07,4.7e-07,4.8e-06,2.3e-04,2000-11-27,2020-06-26
2347318,"347318 (2011 QV76)",,,,13,2459600.5,0.0479,5.231,4.980,9.15,349.51,5.48,4.37e+03,12,1.0e-07,2.3e-07,7.1e-07,8.7e-06,2.8e-04,1999-08-08,2021-08-03
2347330,"347330 (2011 SV266)",,,,13,2459600.5,0.0740,5.253,4.864,2.52,74.15,5.64,4.4e+03,12,7.7e-08,2.1e-07,5.6e-07,7.9e-06,2.6e-04,2005-03-11,2020-07-14
2347407,"347407 (2012 SF30)",,,,13,2459600.5,0.0740,5.173,4.791,6.80,286.13,5.56,4.3e+03,11.8,6.9e-08,1.9e-07,5.0e-07,6.6e-06,2.3e-04,2000-09-27,2020-06-16
2347446,"347446 (2012 TF231)",,,,15,2459600.5,0.0432,5.269,5.041,18.68,16.60,5.50,4.42e+03,12.1,1.0e-07,2.4e-07,6.6e-07,9.0e-06,3.0e-04,2000-08-05,2019-04-09
2347452,"347452 (2012 TL242)",5.408,,,8,2459600.5,0.1521,5.192,4.402,4.02,229.45,5.98,4.32e+03,11.8,9.6e-08,2.6e-07,6.9e-07,7.8e-06,3.2e-04,2008-04-09,2020-06-24
2347455,"347455 (2012 TE258)",,,,17,2459600.5,0.0694,5.208,4.846,17.83,275.39,5.57,4.34e+03,11.9,8.5e-08,2.3e-07,6.0e-07,9.6e-06,2.9e-04,2000-09-25,2020-06-14
2347578,"347578 (2001 AY49)",,,,"JPL 13",2459600.5,0.0528,5.164,4.892,22.93,146.59,5.44,4.29e+03,11.7,1.1e-07,2.0e-07,7.0e-07,5.7e-06,2.5e-04,2000-12-22,2022-01-16
2347943,"347943 (2003 GF57)",,,,"JPL 21",2459600.5,0.0620,5.206,4.883,12.92,139.50,5.53,4.34e+03,11.9,6.6e-08,1.8e-07,3.5e-07,7.1e-06,2.2e-04,2003-04-09,2022-01-21
2348312,"348312 (2005 AR72)",15.342,,,12,2459600.5,0.0190,5.295,5.194,25.60,6.79,5.40,4.45e+03,12.2,1.2e-07,2.7e-07,8.1e-07,1.2e-05,3.4e-04,2005-01-15,2019-05-02
2348402,"348402 (2005 JP34)",,,,"JPL 22",2459600.5,0.0479,5.17,4.923,21.57,218.27,5.42,4.29e+03,11.8,7.4e-08,2.0e-07,5.5e-07,6.2e-06,2.5e-04,2002-02-09,2022-01-21
2348704,"348704 (2006 BU274)",,,,12,2459600.5,0.0475,5.179,4.933,10.07,264.80,5.42,4.3e+03,11.8,8.3e-08,2.1e-07,5.3e-07,9.8e-06,2.6e-04,2000-10-02,2020-06-14
2348787,"348787 (2006 PX5)",14.895,,,"JPL 15",2459600.5,0.0396,5.281,5.072,27.82,36.26,5.49,4.43e+03,12.1,7.6e-08,1.8e-07,3.8e-07,5.5e-06,2.2e-04,1995-08-25,2021-12-03
2349496,"349496 (2008 KZ34)",12.770,,,15,2459600.5,0.0796,5.19,4.776,31.39,241.14,5.60,4.32e+03,11.8,7.6e-08,2.0e-07,5.4e-07,8.6e-06,2.5e-04,2001-11-12,2020-07-18
2349592,"349592 (2008 TJ48)",,,,"JPL 22",2459600.5,0.0582,5.169,4.868,5.48,337.70,5.47,4.29e+03,11.8,5.4e-08,1.9e-07,4.2e-07,5.1e-06,2.3e-04,2002-02-10,2021-11-24
2349916,"349916 (2009 QE59)",,,,"JPL 20",2459600.5,0.0419,5.172,4.956,12.44,89.85,5.39,4.3e+03,11.8,5.7e-08,2.0e-07,4.4e-07,8.6e-06,2.5e-04,2003-03-26,2022-01-25
2349918,"349918 (2009 SU154)",,,,"JPL 18",2459600.5,0.0790,5.151,4.744,3.59,15.31,5.56,4.27e+03,11.7,9.0e-08,1.7e-07,5.7e-07,9.6e-06,2.2e-04,2009-08-16,2021-11-27
2349919,"349919 (2009 SZ166)",,,,"JPL 19",2459600.5,0.0549,5.123,4.841,6.04,196.35,5.40,4.23e+03,11.6,7.0e-08,2.1e-07,4.5e-07,6.4e-06,2.6e-04,2004-07-21,2021-11-28
2349920,"349920 (2009 SC211)",,,,"JPL 28",2459600.5,0.0560,5.215,4.923,8.03,152.27,5.51,4.35e+03,11.9,5.7e-08,1.9e-07,3.3e-07,6.2e-06,2.3e-04,2002-01-21,2022-01-21
2349923,"349923 (2009 UF8)",,,,"JPL 19",2459600.5,0.0197,5.231,5.127,5.53,2.84,5.33,4.37e+03,12,7.3e-08,1.7e-07,5.2e-07,5.3e-06,2.2e-04,1998-11-23,2021-11-27
2350006,"350006 (2010 GR147)",10.920,,,15,2459600.5,0.0694,5.191,4.831,26.81,193.02,5.55,4.32e+03,11.8,1.4e-07,2.3e-07,8.1e-07,1.1e-05,2.9e-04,2001-10-15,2020-08-17
2350009,"350009 (2010 HX23)",12.992,,,16,2459600.5,0.0874,5.146,4.696,18.14,339.52,5.60,4.26e+03,11.7,8.5e-08,3.2e-07,6.1e-07,7.6e-06,4.0e-04,2000-09-21,2020-09-07
2350051,"350051 (2010 PH25)",,,,"JPL 19",2459600.5,0.0867,5.146,4.699,8.70,19.65,5.59,4.26e+03,11.7,7.8e-08,2.4e-07,5.7e-07,5.4e-06,3.0e-04,2002-02-22,2021-11-27
2350052,"350052 (2010 PQ38)",,,,"JPL 22",2459600.5,0.0689,5.236,4.875,9.00,46.41,5.60,4.38e+03,12,6.1e-08,2.0e-07,4.7e-07,6.7e-06,2.5e-04,2002-03-11,2021-11-22
2350053,"350053 (2010 PE49)",,,,"JPL 15",2459600.5,0.0807,5.164,4.747,7.71,66.04,5.58,4.29e+03,11.7,8.0e-08,2.1e-07,5.7e-07,7.3e-06,2.7e-04,1998-10-29,2021-10-30
2350055,"350055 (2010 RE38)",13.362,,,"JPL 22",2459600.5,0.0175,5.14,5.050,17.58,11.89,5.23,4.26e+03,11.7,7.6e-08,2.2e-07,2.7e-07,5.0e-06,2.7e-04,2002-02-08,2022-01-30
2350059,"350059 (2010 TA143)",,,,"JPL 19",2459600.5,0.0363,5.073,4.889,9.68,89.65,5.26,4.17e+03,11.4,6.8e-08,1.8e-07,4.8e-07,8.9e-06,2.2e-04,2002-02-14,2022-01-21
2350060,"350060 (2010 VV114)",,,,"JPL 18",2459600.5,0.0415,5.14,4.927,12.56,159.62,5.35,4.26e+03,11.7,9.5e-08,2.2e-07,6.4e-07,5.3e-06,2.7e-04,2002-01-23,2022-01-15
2350061,"350061 (2010 VX141)",,,,"JPL 20",2459600.5,0.0321,5.24,5.072,6.93,333.46,5.41,4.38e+03,12,7.9e-08,2.7e-07,6.6e-07,4.7e-06,3.4e-04,2002-02-22,2021-11-27
2350078,"350078 (2011 JX9)",,,,19,2459600.5,0.0782,5.229,4.820,20.22,70.89,5.64,4.37e+03,12,8.0e-08,2.1e-07,5.8e-07,1.0e-05,2.7e-04,2008-04-29,2021-08-30
2350109,"350109 (2011 PB15)",,,,20,2459600.5,0.0711,5.259,4.885,26.74,211.39,5.63,4.4e+03,12.1,1.2e-07,4.2e-07,1.0e-06,6.8e-06,5.2e-04,2003-12-19,2021-06-17
2350179,"350179 (2011 UY145)",,,,"JPL 19",2459600.5,0.1007,5.172,4.651,12.52,74.48,5.69,4.3e+03,11.8,5.7e-08,2.1e-07,4.0e-07,5.4e-06,2.6e-04,2003-04-09,2021-11-27
2350191,"350191 (2011 UG402)",,,,"JPL 21",2459600.5,0.0525,5.107,4.839,6.82,280.31,5.37,4.21e+03,11.5,7.9e-08,2.0e-07,5.6e-07,6.4e-06,2.4e-04,2002-01-19,2021-11-27
2350192,"350192 (2011 WG32)",,,,"JPL 22",2459600.5,0.0472,5.184,4.939,3.56,283.03,5.43,4.31e+03,11.8,5.3e-08,1.8e-07,4.1e-07,6.9e-06,2.2e-04,2001-01-15,2021-11-01
2350193,"350193 (2011 WS106)",,,,"JPL 18",2459600.5,0.0748,5.18,4.792,27.64,163.28,5.57,4.31e+03,11.8,1.2e-07,2.8e-07,8.3e-07,6.3e-06,3.5e-04,2001-01-28,2022-01-05
2350196,"350196 (2011 YH65)",,,,"JPL 14",2459600.5,0.0601,5.086,4.780,6.96,131.75,5.39,4.19e+03,11.5,6.2e-08,1.6e-07,3.8e-07,5.6e-06,1.9e-04,2008-09-05,2021-12-30
2350198,"350198 (2012 AL14)",,,,"JPL 20",2459600.5,0.1083,5.152,4.594,17.17,139.62,5.71,4.27e+03,11.7,7.8e-08,1.4e-07,4.8e-07,4.5e-06,1.7e-04,1996-09-15,2022-01-31
2350202,"350202 (2012 LL11)",,,,18,2459600.5,0.0869,5.177,4.727,23.13,38.09,5.63,4.3e+03,11.8,1.2e-07,4.4e-07,1.0e-06,8.4e-06,5.5e-04,2001-07-26,2021-05-09
2350212,"350212 (2012 RD25)",,,,20,2459600.5,0.0752,5.153,4.765,2.07,58.29,5.54,4.27e+03,11.7,6.6e-08,1.8e-07,4.8e-07,5.8e-06,2.2e-04,2005-10-24,2021-08-04
2350451,"350451 (1996 RH6)",,,,"JPL 18",2459600.5,0.0334,5.184,5.011,9.91,142.86,5.36,4.31e+03,11.8,7.3e-08,1.6e-07,4.8e-07,8.7e-06,2.0e-04,1996-09-05,2021-12-08
2350574,"350574 (2001 BN83)",,,,"JPL 23",2459600.5,0.1394,5.166,4.445,7.37,238.05,5.89,4.29e+03,11.7,4.9e-08,1.3e-07,3.4e-07,5.4e-06,1.6e-04,1998-10-14,2022-01-21
2350794,"350794 (2002 CM159)",,,,"JPL 26",2459600.5,0.1739,5.242,4.331,12.16,15.41,6.15,4.38e+03,12,6.0e-08,1.2e-07,3.2e-07,6.6e-06,1.5e-04,2002-01-06,2021-11-25
2350801,"350801 (2002 CU202)",,,,"JPL 23",2459600.5,0.0435,5.091,4.870,12.47,123.88,5.31,4.2e+03,11.5,6.7e-08,1.7e-07,4.7e-07,6.3e-06,2.1e-04,2002-01-14,2022-03-02
2350825,"350825 (2002 ER38)",,,,"JPL 19",2459600.5,0.0821,5.103,4.684,6.59,108.89,5.52,4.21e+03,11.5,6.6e-08,1.8e-07,4.7e-07,8.7e-06,2.2e-04,2002-01-14,2022-01-21
2350836,"350836 (2002 EO157)",,,,"JPL 14",2459600.5,0.1594,5.26,4.422,8.50,10.96,6.10,4.41e+03,12.1,9.2e-08,1.9e-07,4.3e-07,9.6e-06,2.4e-04,2002-02-06,2021-11-11
2350978,"350978 (2003 FZ36)",,,,"JPL 25",2459600.5,0.0689,5.197,4.839,9.85,73.62,5.56,4.33e+03,11.8,6.5e-08,1.9e-07,4.9e-07,8.5e-06,2.3e-04,2003-03-23,2022-01-25
2351210,"351210 (2004 JD40)",,,,"JPL 20",2459600.5,0.0055,5.263,5.234,24.54,83.02,5.29,4.41e+03,12.1,6.3e-08,2.3e-07,4.4e-07,6.5e-06,2.9e-04,1998-11-16,2022-01-28
2352155,"352155 (2007 PP47)",,,,"JPL 23",2459600.5,0.0138,5.265,5.192,11.60,326.26,5.34,4.41e+03,12.1,7.4e-08,1.9e-07,5.3e-07,8.5e-06,2.4e-04,2002-02-13,2021-11-27
2352649,"352649 (2008 OQ22)",,,,"JPL 17",2459600.5,0.0879,5.245,4.784,9.47,286.12,5.71,4.39e+03,12,6.1e-08,1.7e-07,4.4e-07,7.2e-06,2.1e-04,2003-04-10,2021-11-27
2352655,"352655 (2008 QX28)",,,,"JPL 21",2459600.5,0.0414,5.244,5.028,12.48,88.67,5.46,4.39e+03,12,6.7e-08,2.2e-07,5.1e-07,7.1e-06,2.7e-04,2003-03-30,2022-02-01
2352659,"352659 (2008 RE2)",,,,"JPL 22",2459600.5,0.0722,5.22,4.843,17.89,139.57,5.60,4.36e+03,11.9,7.2e-08,1.6e-07,4.4e-07,9.7e-06,2.0e-04,1996-09-14,2021-11-29
2352662,"352662 (2008 RM14)",10.434,,,"JPL 16",2459600.5,0.0369,5.131,4.941,6.14,42.58,5.32,4.24e+03,11.6,7.5e-08,1.7e-07,3.7e-07,5.6e-06,2.1e-04,2002-03-05,2021-12-08
2352666,"352666 (2008 RZ58)",,,,"JPL 15",2459600.5,0.0177,5.168,5.076,9.81,2.21,5.26,4.29e+03,11.7,6.6e-08,1.6e-07,3.8e-07,7.6e-06,1.9e-04,2002-02-22,2021-11-24
2352668,"352668 (2008 RQ72)",,,,"JPL 19",2459600.5,0.0819,5.228,4.800,6.42,131.76,5.66,4.37e+03,12,5.8e-08,2.0e-07,4.1e-07,8.4e-06,2.5e-04,2002-02-08,2021-11-06
2352671,"352671 (2008 RC95)",,,,"JPL 22",2459600.5,0.0517,5.179,4.911,7.49,130.36,5.45,4.3e+03,11.8,5.7e-08,1.7e-07,4.1e-07,8.3e-06,2.1e-04,2001-01-21,2022-01-21
2352692,"352692 (2008 SS85)",,,,"JPL 16",2459600.5,0.0385,5.134,4.936,20.21,104.68,5.33,4.25e+03,11.6,7.6e-08,1.9e-07,5.3e-07,7.1e-06,2.3e-04,2002-02-10,2021-11-06
2352793,"352793 (2008 UF189)",,,,"JPL 18",2459600.5,0.0269,5.16,5.021,7.28,107.21,5.30,4.28e+03,11.7,7.0e-08,1.6e-07,4.8e-07,8.4e-06,2.0e-04,2002-03-10,2022-02-21
2353178,"353178 (2009 QK59)",,,,"JPL 20",2459600.5,0.0453,5.143,4.911,3.36,36.31,5.38,4.26e+03,11.7,6.9e-08,2.2e-07,5.3e-07,6.3e-06,2.7e-04,2003-04-05,2021-11-27
2353179,"353179 (2009 RA12)",,,,"JPL 16",2459600.5,0.0682,5.218,4.862,5.14,281.05,5.57,4.35e+03,11.9,5.3e-08,1.8e-07,3.8e-07,8.0e-06,2.2e-04,2003-04-08,2021-11-09
2353180,"353180 (2009 RG14)",,,,"JPL 17",2459600.5,0.0111,5.12,5.064,7.25,138.11,5.18,4.23e+03,11.6,6.7e-08,2.0e-07,4.3e-07,8.2e-06,2.4e-04,2003-03-23,2021-11-25
2353181,"353181 (2009 RW31)",,,,"JPL 17",2459600.5,0.1303,5.191,4.514,5.78,114.81,5.87,4.32e+03,11.8,7.9e-08,1.8e-07,5.3e-07,1.1e-05,2.3e-04,2001-01-02,2022-01-21
2353182,"353182 (2009 RR63)",,,,"JPL 18",2459600.5,0.1207,5.227,4.596,13.56,66.87,5.86,4.37e+03,12,5.9e-08,1.4e-07,4.0e-07,8.9e-06,1.7e-04,1997-10-21,2021-11-27
2353183,"353183 (2009 RF64)",,,,"JPL 17",2459600.5,0.0296,5.148,4.996,1.32,124.91,5.30,4.27e+03,11.7,6.5e-08,1.8e-07,4.6e-07,5.4e-06,2.2e-04,2008-09-07,2022-01-21
2353184,"353184 (2009 RQ64)",,,,"JPL 17",2459600.5,0.0926,5.249,4.763,0.98,345.55,5.73,4.39e+03,12,6.4e-08,1.8e-07,4.5e-07,6.7e-06,2.2e-04,2001-02-02,2022-01-21
2353185,"353185 (2009 RT64)",10.442,,,"JPL 27",2459600.5,0.1263,5.212,4.554,7.97,320.37,5.87,4.35e+03,11.9,6.3e-08,1.3e-07,3.7e-07,6.3e-06,1.6e-04,2008-08-06,2022-02-22
2353186,"353186 (2009 RR67)",,,,"JPL 13",2459600.5,0.1101,5.222,4.647,4.65,155.67,5.80,4.36e+03,11.9,7.2e-08,1.7e-07,4.9e-07,5.5e-06,2.2e-04,2007-06-25,2021-11-08
2353187,"353187 (2009 RK68)",,,,"JPL 16",2459600.5,0.0351,5.165,4.984,0.64,210.48,5.35,4.29e+03,11.7,7.4e-08,2.0e-07,5.2e-07,6.3e-06,2.4e-04,2002-02-14,2021-11-29
2353188,"353188 (2009 RR68)",,,,"JPL 18",2459600.5,0.0595,5.315,4.999,7.86,85.28,5.63,4.48e+03,12.3,6.4e-08,2.1e-07,4.6e-07,1.0e-05,2.6e-04,1997-11-02,2022-01-21
2353189,"353189 Iasus (2009 RQ76)",,,,"JPL 16",2459600.5,0.1605,5.211,4.374,14.75,110.24,6.05,4.34e+03,11.9,9.2e-08,2.5e-07,6.7e-07,7.9e-06,3.2e-04,2002-03-15,2022-01-06
2353191,"353191 (2009 SJ48)",,,,"JPL 13",2459600.5,0.0445,5.298,5.062,3.57,122.72,5.53,4.45e+03,12.2,7.0e-08,1.7e-07,4.8e-07,9.8e-06,2.2e-04,2007-09-11,2022-01-21
2353192,"353192 (2009 ST50)",,,,"JPL 20",2459600.5,0.0753,5.124,4.738,11.97,53.58,5.51,4.24e+03,11.6,8.0e-08,1.8e-07,5.3e-07,1.1e-05,2.2e-04,2001-01-26,2021-11-09
2353193,"353193 (2009 SH58)",,,,"JPL 19",2459600.5,0.0267,5.129,4.992,6.17,55.16,5.27,4.24e+03,11.6,6.5e-08,1.7e-07,3.1e-07,5.3e-06,2.1e-04,2002-02-13,2022-02-06
2353194,"353194 (2009 SM100)",,,,"JPL 21",2459600.5,0.0886,5.145,4.689,16.23,123.31,5.60,4.26e+03,11.7,5.7e-08,1.6e-07,3.5e-07,9.9e-06,2.0e-04,1997-10-04,2021-11-08
2353195,"353195 (2009 SP119)",,,,"JPL 15",2459600.5,0.0451,5.13,4.898,4.76,215.14,5.36,4.24e+03,11.6,7.2e-08,1.7e-07,5.0e-07,6.7e-06,2.1e-04,1998-10-29,2021-11-25
2353196,"353196 (2009 SF156)",,,,"JPL 14",2459600.5,0.0580,5.118,4.821,4.87,245.63,5.41,4.23e+03,11.6,7.5e-08,1.6e-07,5.0e-07,9.1e-06,2.0e-04,1998-10-24,2021-11-30
2353197,"353197 (2009 SW185)",,,,"JPL 17",2459600.5,0.0374,5.071,4.882,6.41,321.48,5.26,4.17e+03,11.4,7.2e-08,1.7e-07,4.3e-07,6.4e-06,2.0e-04,2001-02-21,2021-11-30
2353198,"353198 (2009 SB200)",,,,"JPL 14",2459600.5,0.1237,5.198,4.555,3.07,211.77,5.84,4.33e+03,11.9,7.3e-08,1.9e-07,4.8e-07,5.3e-06,2.4e-04,2000-01-15,2021-11-29
2353199,"353199 (2009 SU211)",,,,"JPL 16",2459600.5,0.1098,5.255,4.678,8.23,54.16,5.83,4.4e+03,12,5.7e-08,1.8e-07,4.2e-07,7.7e-06,2.3e-04,1998-11-14,2021-11-24
2353200,"353200 (2009 SA246)",,,,"JPL 19",2459600.5,0.0567,5.159,4.866,11.66,62.49,5.45,4.28e+03,11.7,6.2e-08,1.7e-07,4.5e-07,7.3e-06,2.1e-04,1998-11-18,2022-01-21
2353201,"353201 (2009 SP246)",,,,"JPL 27",2459600.5,0.0631,5.132,4.808,14.26,276.52,5.46,4.25e+03,11.6,5.8e-08,1.6e-07,4.2e-07,6.9e-06,2.0e-04,2001-01-28,2022-01-17
2353202,"353202 (2009 SB254)",,,,"JPL 15",2459600.5,0.0510,5.306,5.035,7.87,227.09,5.58,4.46e+03,12.2,6.2e-08,1.6e-07,4.5e-07,7.3e-06,2.1e-04,1997-10-11,2022-01-21
2353203,"353203 (2009 SJ264)",,,,"JPL 22",2459600.5,0.0459,5.245,5.005,8.52,306.33,5.49,4.39e+03,12,6.2e-08,1.8e-07,4.6e-07,7.7e-06,2.2e-04,2002-03-05,2021-11-24
2353204,"353204 (2009 SR281)",,,,"JPL 17",2459600.5,0.0508,5.157,4.895,5.08,339.58,5.42,4.28e+03,11.7,7.2e-08,1.5e-07,4.8e-07,4.8e-06,1.9e-04,2000-01-13,2021-11-24
2353205,"353205 (2009 SN318)",,,,"JPL 19",2459600.5,0.0654,5.304,4.957,2.16,343.59,5.65,4.46e+03,12.2,7.8e-08,2.1e-07,5.7e-07,4.9e-06,2.6e-04,2000-01-15,2021-11-27
2353208,"353208 (2009 SZ353)",,,,"JPL 16",2459600.5,0.0331,5.246,5.072,11.48,278.18,5.42,4.39e+03,12,6.4e-08,1.8e-07,4.9e-07,9.7e-06,2.3e-04,1995-08-29,2021-11-27
2353209,"353209 (2009 SC354)",,,,"JPL 21",2459600.5,0.0530,5.255,4.976,8.00,242.80,5.53,4.4e+03,12,7.0e-08,1.8e-07,4.7e-07,6.6e-06,2.3e-04,2002-02-13,2021-11-27
2353210,"353210 (2009 SO355)",,,,"JPL 17",2459600.5,0.0456,5.182,4.946,10.30,194.78,5.42,4.31e+03,11.8,7.6e-08,2.0e-07,5.4e-07,4.7e-06,2.5e-04,2002-02-07,2022-03-02
2353211,"353211 (2009 SQ355)",,,,"JPL 19",2459600.5,0.0698,5.303,4.932,4.93,83.95,5.67,4.46e+03,12.2,7.3e-08,2.1e-07,5.4e-07,8.6e-06,2.6e-04,2002-03-12,2021-11-09
2353212,"353212 (2009 SB356)",,,,"JPL 14",2459600.5,0.0713,5.263,4.888,3.98,86.92,5.64,4.41e+03,12.1,7.8e-08,2.2e-07,5.8e-07,1.3e-05,2.8e-04,2002-02-12,2021-11-27
