"spkid","full_name","diameter","extent","rot_per","orbit_id","epoch","e","a","q","i","w","ad","per","per_y","sigma_e","sigma_a","sigma_q","sigma_i","sigma_per","first_obs","last_obs"
2000588,"   588 Achilles (A906 DN)",130.099,,7.306,"JPL 95",2459600.5,0.1480,5.209,4.438,10.32,133.50,5.98,4.34e+03,11.9,2.3e-08,5.0e-08,1.5e-07,4.3e-07,6.3e-05,1906-02-22,2022-03-09
2000617,"   617 Patroclus (A906 UL)",140.362,,102.8,"JPL 82",2459600.5,0.1397,5.211,4.483,22.06,308.08,5.94,4.35e+03,11.9,6.0e-08,3.1e-07,5.8e-07,7.4e-07,3.8e-04,2013-10-21,2021-04-05
2000624,"   624 Hektor (A907 CF)",225,,6.924,"JPL 116",2459600.5,0.0226,5.267,5.148,18.16,181.56,5.39,4.42e+03,12.1,1.8e-08,4.7e-08,1.0e-07,3.9e-07,5.9e-05,1907-02-11,2022-03-13
2000659,"   659 Nestor (A908 FE)",112.320,,15.98,"JPL 98",2459600.5,0.1172,5.166,4.561,4.52,343.85,5.77,4.29e+03,11.7,2.3e-08,5.1e-08,1.3e-07,7.2e-07,6.3e-05,1908-03-23,2022-03-16
2000884,"   884 Priamus (A917 SU)",101.093,,6.8605,"JPL 48",2459600.5,0.1247,5.191,4.544,8.91,335.88,5.84,4.32e+03,11.8,3.1e-08,5.4e-08,1.9e-07,2.4e-06,6.7e-05,1917-11-08,2021-10-22
2000911,"   911 Agamemnon (A919 FB)",131.038,,6.592,"JPL 108",2459600.5,0.0672,5.28,4.925,21.76,81.04,5.64,4.43e+03,12.1,2.7e-08,5.0e-08,1.7e-07,1.2e-06,6.3e-05,1919-03-19,2022-03-13
2001143,"  1143 Odysseus (1930 BH)",114.624,,10.114,"JPL 91",2459600.5,0.0917,5.241,4.761,3.14,237.02,5.72,4.38e+03,12,1.8e-08,5.4e-08,1.3e-07,2.4e-06,6.8e-05,1998-01-08,2022-02-21
2001172,"  1172 Aneas (1930 UA)",118.020,,8.705,"JPL 101",2459600.5,0.1061,5.225,4.671,16.66,50.81,5.78,4.36e+03,11.9,4.3e-08,5.4e-08,2.5e-07,4.2e-06,6.8e-05,1930-10-17,2021-10-28
2001173,"  1173 Anchises (1930 UB)",99.549,,11.595,"JPL 58",2459600.5,0.1393,5.283,4.547,6.92,41.07,6.02,4.44e+03,12.1,2.0e-08,5.5e-08,1.3e-07,1.3e-06,7.0e-05,1930-10-17,2021-08-25
2001208,"  1208 Troilus (1931 YA)",100.477,,56.17,"JPL 58",2459600.5,0.0925,5.253,4.767,33.54,295.44,5.74,4.4e+03,12,2.3e-08,4.6e-08,1.4e-07,1.1e-06,5.7e-05,1931-12-31,2021-10-25
2001404,"  1404 Ajax (1936 QW)",83.990,,29.411,"JPL 48",2459600.5,0.1142,5.287,4.683,18.03,61.41,5.89,4.44e+03,12.2,3.6e-08,6.4e-08,2.3e-07,1.9e-06,8.0e-05,1936-08-17,2022-03-09
2001437,"  1437 Diomedes (1937 PB)",117.786,,24.49,"JPL 83",2459600.5,0.0450,5.212,4.978,20.48,128.68,5.45,4.35e+03,11.9,1.6e-08,4.3e-08,1.1e-07,3.8e-07,5.4e-05,1937-08-03,2022-03-23
2001583,"  1583 Antilochus (1950 SA)",108.842,,15.759,"JPL 59",2459600.5,0.0536,5.14,4.865,28.50,186.83,5.42,4.26e+03,11.7,2.2e-08,5.2e-08,1.4e-07,9.2e-07,6.4e-05,1926-11-10,2022-03-24
2001647,"  1647 Menelaus (1957 MK)",42.716,,17.74,"JPL 45",2459600.5,0.0215,5.211,5.098,5.65,294.01,5.32,4.34e+03,11.9,2.6e-08,6.3e-08,1.3e-07,1.8e-06,7.9e-05,1951-11-08,2022-03-09
2001749,"  1749 Telamon (1949 SB)",64.898,,16.975,"JPL 60",2459600.5,0.1091,5.144,4.582,6.10,113.36,5.70,4.26e+03,11.7,1.9e-08,4.2e-08,1.2e-07,1.6e-06,5.2e-05,1949-09-23,2022-02-20
2001867,"  1867 Deiphobus (1971 EA)",118.220,,58.66,"JPL 85",2459600.5,0.0461,5.133,4.896,26.91,359.95,5.37,4.25e+03,11.6,2.5e-08,5.5e-08,1.6e-07,1.5e-06,6.8e-05,1971-03-03,2021-10-28
2001868,"  1868 Thersites (2008 P-L)",68.163,,10.492,"JPL 49",2459600.5,0.1103,5.311,4.726,16.75,170.96,5.90,4.47e+03,12.2,2.7e-08,5.7e-08,1.7e-07,3.1e-06,7.3e-05,1954-03-28,2022-03-01
2001869,"  1869 Philoctetes (4596 P-L)",22.655,,,"JPL 41",2459600.5,0.0679,5.188,4.835,3.97,326.34,5.54,4.32e+03,11.8,4.3e-08,7.4e-08,2.6e-07,3.8e-06,9.2e-05,1960-09-24,2022-02-20
2001870,"  1870 Glaukos (1971 FE)",47.649,,5.986,"JPL 41",2459600.5,0.0338,5.243,5.066,6.58,130.92,5.42,4.38e+03,12,2.0e-08,6.3e-08,1.5e-07,5.1e-07,8.0e-05,1955-11-24,2021-10-02
2001871,"  1871 Astyanax (1971 FF)",27.828,,6.52,"JPL 38",2459600.5,0.0350,5.232,5.049,8.61,165.57,5.42,4.37e+03,12,4.0e-08,7.3e-08,2.5e-07,4.1e-06,9.1e-05,1971-03-24,2021-08-16
2001872,"  1872 Helenos (1971 FG)",34.046,,,"JPL 31",2459600.5,0.0495,5.322,5.058,14.64,115.13,5.59,4.48e+03,12.3,4.2e-08,8.3e-08,2.8e-07,4.5e-06,1.0e-04,1954-12-22,2021-10-19
2001873,"  1873 Agenor (1971 FH)",50.799,,20.6,"JPL 46",2459600.5,0.0916,5.228,4.749,21.88,358.08,5.71,4.37e+03,12,2.2e-08,6.9e-08,1.3e-07,1.1e-06,8.7e-05,1971-03-25,2022-02-19
2002146,"  2146 Stentor (1976 UQ)",50.755,,16.4,"JPL 50",2459600.5,0.1022,5.19,4.659,39.29,274.25,5.72,4.32e+03,11.8,2.5e-08,7.7e-08,1.8e-07,7.2e-07,9.6e-05,1976-10-24,2022-03-24
2002148,"  2148 Epeios (1976 UW)",37.980,,,"JPL 42",2459600.5,0.0584,5.217,4.913,9.15,232.24,5.52,4.35e+03,11.9,2.8e-08,6.7e-08,1.8e-07,1.4e-06,8.4e-05,1976-10-24,2022-03-09
2002207,"  2207 Antenor (1977 QH1)",97.658,,7.9647,"JPL 50",2459600.5,0.0129,5.165,5.099,6.80,307.61,5.23,4.29e+03,11.7,2.5e-08,5.4e-08,1.2e-07,1.2e-06,6.8e-05,1959-03-11,2021-11-05
2002223,"  2223 Sarpedon (1977 TL3)",77.480,,22.741,"JPL 44",2459600.5,0.0190,5.253,5.153,15.94,52.82,5.35,4.4e+03,12,4.9e-08,7.7e-08,3.0e-07,4.8e-06,9.7e-05,1977-10-04,2021-11-10
2002241,"  2241 Alcathous (1979 WM)",113.682,,7.689,"JPL 77",2459600.5,0.0664,5.178,4.835,16.63,293.05,5.52,4.3e+03,11.8,2.6e-08,6.4e-08,1.6e-07,1.1e-06,8.0e-05,1950-06-19,2021-10-28
2002260,"  2260 Neoptolemus (1975 WM1)",76.435,,8.18,"JPL 53",2459600.5,0.0451,5.198,4.963,17.78,321.35,5.43,4.33e+03,11.9,3.0e-08,7.5e-08,2.0e-07,2.0e-06,9.3e-05,1951-12-05,2022-03-16
2002357,"  2357 Phereclos (1981 AC)",94.625,,14.449,"JPL 63",2459600.5,0.0474,5.221,4.974,2.67,76.06,5.47,4.36e+03,11.9,2.5e-08,4.4e-08,1.5e-07,6.2e-07,5.5e-05,1929-09-29,2021-10-28
2002363,"  2363 Cebriones (1977 TJ3)",95.976,,20.099,"JPL 61",2459600.5,0.0392,5.224,5.019,32.09,54.49,5.43,4.36e+03,11.9,2.3e-08,5.3e-08,1.5e-07,6.2e-07,6.7e-05,1953-08-11,2022-03-03
2002456,"  2456 Palamedes (1966 BA1)",65.916,,7.24,"JPL 86",2459600.5,0.0753,5.13,4.744,13.91,95.34,5.52,4.24e+03,11.6,2.7e-08,6.1e-08,1.8e-07,1.4e-06,7.6e-05,1953-02-15,2022-03-13
2002594,"  2594 Acamas (1978 TB)",25.874,,25.954,"JPL 33",2459600.5,0.0860,5.058,4.623,5.54,280.24,5.49,4.15e+03,11.4,4.8e-08,7.6e-08,2.8e-07,5.3e-06,9.4e-05,1953-09-17,2021-07-30
2002674,"  2674 Pandarus (1982 BC3)",74.267,,8.48,"JPL 62",2459600.5,0.0700,5.194,4.830,1.85,41.89,5.56,4.32e+03,11.8,2.4e-08,4.8e-08,1.3e-07,6.2e-07,6.0e-05,1972-04-14,2021-11-05
2002759,"  2759 Idomeneus (1980 GC)",53.676,,479,"JPL 79",2459600.5,0.0648,5.193,4.857,21.94,8.18,5.53,4.32e+03,11.8,1.9e-08,6.8e-08,1.1e-07,6.3e-07,8.4e-05,1955-04-20,2022-03-06
2002797,"  2797 Teucer (1981 LK)",89.430,,10.145,"JPL 80",2459600.5,0.0883,5.109,4.658,22.39,48.11,5.56,4.22e+03,11.5,1.9e-08,4.7e-08,1.2e-07,6.4e-07,5.8e-05,1940-12-28,2022-03-10
2002893,"  2893 Peiroos (1975 QD)",86.884,,8.945,"JPL 42",2459600.5,0.0774,5.143,4.745,14.67,172.85,5.54,4.26e+03,11.7,2.1e-08,6.4e-08,1.5e-07,1.2e-06,8.0e-05,1933-01-25,2021-10-17
2002895,"  2895 Memnon (1981 AE1)",56.706,,7.516,"JPL 46",2459600.5,0.0488,5.244,4.988,27.21,274.98,5.50,4.39e+03,12,2.2e-08,7.8e-08,1.2e-07,1.6e-06,9.8e-05,1977-12-07,2021-11-04
2002920,"  2920 Automedon (1981 JR)",88.574,,10.212,"JPL 52",2459600.5,0.0278,5.112,4.970,21.12,197.09,5.25,4.22e+03,11.6,2.6e-08,6.1e-08,1.7e-07,2.9e-06,7.6e-05,1981-05-03,2022-03-16
2003063,"  3063 Makhaon (1983 PV)",111.655,,8.64,"JPL 51",2459600.5,0.0587,5.218,4.911,12.16,203.91,5.52,4.35e+03,11.9,1.9e-08,6.7e-08,1.4e-07,2.5e-07,8.3e-05,1931-02-18,2022-03-16
2003240,"  3240 Laocoon (1978 VG6)",51.695,,11.312,"JPL 41",2459600.5,0.1284,5.225,4.554,2.34,16.01,5.90,4.36e+03,11.9,2.6e-08,6.5e-08,1.7e-07,2.2e-06,8.2e-05,1976-09-24,2021-08-29
2003317,"  3317 Paris (1984 KF)",118.790,,7.0812,"JPL 59",2459600.5,0.1284,5.223,4.552,27.87,150.42,5.89,4.36e+03,11.9,2.5e-08,6.4e-08,1.6e-07,2.2e-06,8.0e-05,1963-08-21,2021-11-25
2003391,"  3391 Sinon (1977 DD3)",37.862,,8.135,"JPL 40",2459600.5,0.0839,5.298,4.854,14.88,103.63,5.74,4.45e+03,12.2,2.6e-08,8.1e-08,2.0e-07,1.3e-06,1.0e-04,1955-03-24,2022-02-27
2003451,"  3451 Mentor (1984 HA1)",126.288,,7.702,"JPL 90",2459600.5,0.0726,5.158,4.784,24.64,130.27,5.53,4.28e+03,11.7,2.2e-08,5.8e-08,1.5e-07,9.7e-07,7.2e-05,1983-03-14,2021-12-12
2003540,"  3540 Protesilaos (1973 UF5)",70.225,,8.945,"JPL 84",2459600.5,0.1168,5.282,4.665,23.28,115.88,5.90,4.43e+03,12.1,2.0e-08,7.5e-08,1.4e-07,8.4e-07,9.5e-05,1953-02-14,2022-03-09
2003548,"  3548 Eurybates (1973 SO)",63.885,,8.711,"JPL 59",2459600.5,0.0903,5.202,4.733,8.06,27.20,5.67,4.33e+03,11.9,1.4e-08,6.9e-08,1.3e-07,2.6e-07,8.6e-05,1997-10-24,2019-10-07
2003564,"  3564 Talthybius (1985 TC1)",73.730,,40.59,"JPL 56",2459600.5,0.0383,5.202,5.002,15.51,203.19,5.40,4.33e+03,11.9,2.8e-08,6.7e-08,1.2e-07,2.4e-06,8.4e-05,1950-12-09,2022-03-09
2003596,"  3596 Meriones (1985 VO)",87.380,,12.96,"JPL 51",2459600.5,0.0745,5.178,4.792,23.52,66.14,5.56,4.3e+03,11.8,2.7e-08,7.1e-08,1.8e-07,1.4e-06,8.9e-05,1950-10-13,2022-03-13
2003708,"  3708 Socus (1974 FV1)",75.661,,6.553,"JPL 42",2459600.5,0.1594,5.212,4.381,13.37,57.70,6.04,4.35e+03,11.9,3.1e-08,7.8e-08,1.8e-07,3.2e-06,9.7e-05,1930-11-26,2021-09-04
2003709,"  3709 Polypoites (1985 TL3)",65.297,,10.039,"JPL 55",2459600.5,0.0626,5.23,4.903,19.64,247.45,5.56,4.37e+03,12,2.1e-08,7.4e-08,1.7e-07,2.3e-06,9.3e-05,1971-07-29,2022-03-02
2003793,"  3793 Leonteus (1985 TE3)",112.046,,5.621,"JPL 87",2459600.5,0.0901,5.221,4.751,20.90,262.24,5.69,4.36e+03,11.9,2.0e-08,6.3e-08,1.5e-07,7.4e-07,7.9e-05,1961-10-04,2022-03-10
2003794,"  3794 Sthenelos (1985 TF3)",34.531,,12.877,"JPL 46",2459600.5,0.1472,5.205,4.439,6.06,36.14,5.97,4.34e+03,11.9,3.2e-08,7.1e-08,1.9e-07,1.7e-06,8.8e-05,1949-09-23,2022-03-23
2003801,"  3801 Thrasymedes (1985 VS)",34.285,,20.27,"JPL 43",2459600.5,0.0241,5.325,5.196,28.49,205.85,5.45,4.49e+03,12.3,5.3e-08,8.9e-08,3.3e-07,5.1e-06,1.1e-04,1954-04-03,2022-01-25
2004007,"  4007 Euryalos (1973 SR)",45.515,,6.391,"JPL 45",2459600.5,0.0570,5.182,4.887,11.00,77.04,5.48,4.31e+03,11.8,2.4e-08,6.5e-08,1.7e-07,1.1e-06,8.1e-05,1973-09-19,2022-03-16
2004035,"  4035 Thestor (1986 WD)",68.733,,13.467,"JPL 83",2459600.5,0.0577,5.281,4.976,12.13,198.34,5.59,4.43e+03,12.1,2.6e-08,7.6e-08,1.9e-07,2.6e-06,9.5e-05,1973-09-27,2022-03-09
2004057,"  4057 Demophon (1985 TQ)",45.683,,29.82,"JPL 45",2459600.5,0.1205,5.249,4.617,2.87,59.91,5.88,4.39e+03,12,2.6e-08,6.8e-08,1.8e-07,1.7e-06,8.6e-05,1985-09-22,2022-02-20
2004060,"  4060 Deipylos (1987 YT1)",84.043,,9.298,"JPL 87",2459600.5,0.1559,5.242,4.424,16.17,307.52,6.06,4.38e+03,12,2.1e-08,6.9e-08,1.5e-07,4.7e-07,8.7e-05,1942-03-12,2022-02-15
2004063,"  4063 Euforbo (1989 CG2)",95.619,,8.846,"JPL 86",2459600.5,0.1194,5.187,4.568,18.94,318.50,5.81,4.32e+03,11.8,2.5e-08,6.9e-08,1.7e-07,3.1e-07,8.6e-05,1943-03-09,2022-03-10
2004068,"  4068 Menestheus (1973 SW)",67.625,,14.4,"JPL 56",2459600.5,0.0743,5.143,4.761,17.57,316.38,5.52,4.26e+03,11.7,2.4e-08,7.9e-08,1.6e-07,2.8e-06,9.8e-05,1973-09-19,2022-03-02
2004086,"  4086 Podalirius (1985 VK2)",85.495,,10.43,"JPL 44",2459600.5,0.1222,5.268,4.624,21.69,356.70,5.91,4.42e+03,12.1,2.8e-08,7.2e-08,1.9e-07,1.8e-06,9.0e-05,1956-05-13,2022-03-23
2004138,"  4138 Kalchas (1973 SM)",46.462,,29.2,"JPL 50",2459600.5,0.0447,5.17,4.938,2.10,165.64,5.40,4.29e+03,11.8,2.4e-08,5.7e-08,1.5e-07,2.5e-06,7.1e-05,1956-05-08,2022-03-23
2004348,"  4348 Poulydamas (1988 RU)",82.032,,9.908,"JPL 50",2459600.5,0.0980,5.237,4.724,7.96,159.67,5.75,4.38e+03,12,2.3e-08,6.8e-08,1.4e-07,1.2e-06,8.5e-05,1953-10-31,2021-10-06
2004489,"  4489 Dracius (1988 AK)",76.595,,12.582,"JPL 56",2459600.5,0.0619,5.199,4.877,22.23,7.86,5.52,4.33e+03,11.9,2.6e-08,7.9e-08,1.8e-07,2.4e-07,9.8e-05,1980-05-17,2022-02-13
2004501,"  4501 Eurypylos (1989 CJ3)",45.524,,6.941,"JPL 45",2459600.5,0.0539,5.218,4.937,8.30,179.62,5.50,4.35e+03,11.9,2.3e-08,6.8e-08,1.6e-07,1.6e-06,8.5e-05,1951-12-01,2022-03-23
2004543,"  4543 Phoinix (1989 CQ1)",63.836,,38.866,"JPL 46",2459600.5,0.0973,5.135,4.635,14.71,84.80,5.63,4.25e+03,11.6,2.3e-08,6.7e-08,1.5e-07,2.9e-07,8.3e-05,1955-04-20,2022-03-25
2004707,"  4707 Khryses (1988 PY)",37.766,,6.862,"JPL 37",2459600.5,0.1219,5.196,4.562,7.09,66.23,5.83,4.33e+03,11.8,2.8e-08,7.2e-08,1.6e-07,2.2e-06,9.0e-05,1953-08-16,2021-09-28
2004708,"  4708 Polydoros (1988 RT)",54.964,,7.517,"JPL 41",2459600.5,0.0607,5.247,4.929,6.99,103.04,5.57,4.39e+03,12,2.5e-08,7.0e-08,1.3e-07,7.5e-07,8.8e-05,1988-09-11,2021-09-04
2004709,"  4709 Ennomos (1988 TU2)",91.433,,12.275,"JPL 75",2459600.5,0.0228,5.266,5.145,25.42,76.74,5.39,4.41e+03,12.1,2.9e-08,8.4e-08,2.1e-07,1.8e-06,1.1e-04,1951-08-05,2021-11-04
2004715,"  4715 Medesicaste (1989 TS1)",62.097,,8.8129,"JPL 43",2459600.5,0.0502,5.111,4.854,18.66,344.18,5.37,4.22e+03,11.6,2.8e-08,7.2e-08,1.7e-07,5.8e-07,8.9e-05,1954-10-06,2021-09-12
2004722,"  4722 Agelaos (4271 T-3)",50.378,,18.438,"JPL 46",2459600.5,0.1120,5.204,4.621,8.82,315.17,5.79,4.34e+03,11.9,2.4e-08,6.7e-08,1.4e-07,1.9e-06,8.4e-05,1977-10-07,2021-09-26
2004754,"  4754 Panthoos (5010 T-3)",53.025,,27.68,"JPL 41",2459600.5,0.0098,5.27,5.218,12.31,175.13,5.32,4.42e+03,12.1,2.2e-08,7.6e-08,1.7e-07,1.3e-06,9.5e-05,1977-10-11,2021-09-21
2004791,"  4791 Iphidamas (1988 PB1)",49.528,,9.696,"JPL 42",2459600.5,0.0454,5.159,4.925,25.97,163.84,5.39,4.28e+03,11.7,2.3e-08,7.9e-08,1.0e-07,1.5e-06,9.8e-05,1988-08-13,2021-10-04
2004792,"  4792 Lykaon (1988 RK1)",50.870,,40.09,"JPL 47",2459600.5,0.0924,5.253,4.768,9.34,283.61,5.74,4.4e+03,12,2.3e-08,7.3e-08,1.6e-07,2.1e-06,9.2e-05,1988-09-10,2021-09-26
2004805,"  4805 Asteropaios (1990 VH7)",57.647,,12.372,"JPL 47",2459600.5,0.0916,5.201,4.725,12.02,90.02,5.68,4.33e+03,11.9,2.9e-08,7.7e-08,1.6e-07,1.2e-06,9.6e-05,1953-12-31,2021-08-31
2004827,"  4827 Dares (1988 QE)",42.770,,18.995,"JPL 40",2459600.5,0.0433,5.131,4.908,7.70,168.21,5.35,4.25e+03,11.6,2.7e-08,7.0e-08,1.4e-07,1.8e-06,8.7e-05,1954-11-23,2021-08-27
2004828,"  4828 Misenus (1988 RV)",45.954,,12.873,"JPL 38",2459600.5,0.0411,5.164,4.952,14.90,129.59,5.38,4.29e+03,11.7,2.3e-08,7.2e-08,1.0e-07,3.5e-07,8.9e-05,1988-08-16,2021-08-31
2004829,"  4829 Sergestus (1988 RM1)",32.220,,,"JPL 32",2459600.5,0.0495,5.178,4.921,8.59,118.99,5.43,4.3e+03,11.8,4.3e-08,8.2e-08,2.8e-07,5.0e-06,1.0e-04,1988-08-15,2021-09-08
2004832,"  4832 Palinurus (1988 TU1)",52.058,,5.319,"JPL 48",2459600.5,0.1414,5.263,4.519,19.06,209.67,6.01,4.41e+03,12.1,2.3e-08,7.8e-08,1.7e-07,2.2e-06,9.8e-05,1988-09-16,2021-10-29
2004833,"  4833 Meges (1989 AL2)",80.165,,14.25,"JPL 53",2459600.5,0.0930,5.231,4.744,34.73,281.26,5.72,4.37e+03,12,3.6e-08,7.7e-08,2.2e-07,6.3e-07,9.7e-05,1975-12-04,2022-03-11
2004834,"  4834 Thoas (1989 AM2)",72.331,,18.192,"JPL 48",2459600.5,0.1378,5.207,4.490,28.46,352.58,5.93,4.34e+03,11.9,3.3e-08,7.9e-08,2.2e-07,1.9e-06,9.9e-05,1986-12-02,2022-03-01
2004835,"  4835 Asaeus (1989 BQ)",30.175,,,"JPL 44",2459600.5,0.2520,5.197,3.887,19.57,355.22,6.51,4.33e+03,11.8,2.4e-08,7.7e-08,1.6e-07,7.1e-07,9.6e-05,1979-07-13,2022-02-21
2004836,"  4836 Medon (1989 CK1)",63.277,,9.818,"JPL 46",2459600.5,0.1086,5.214,4.647,19.40,33.91,5.78,4.35e+03,11.9,2.2e-08,7.5e-08,1.6e-07,1.4e-06,9.3e-05,1986-12-02,2022-03-16
2004867,"  4867 Polites (1989 SZ)",57.251,,11.235,"JPL 40",2459600.5,0.0193,5.17,5.070,27.16,280.60,5.27,4.29e+03,11.8,3.1e-08,8.6e-08,2.2e-07,7.5e-07,1.1e-04,1988-09-10,2021-10-18
2004902,"  4902 Thessandrus (1989 AN2)",51.263,,738,"JPL 51",2459600.5,0.0438,5.203,4.975,9.08,270.91,5.43,4.33e+03,11.9,3.9e-08,7.0e-08,2.5e-07,5.0e-06,8.7e-05,1954-02-26,2022-03-09
2004946,"  4946 Askalaphus (1988 BW1)",48.209,,22.731,"JPL 43",2459600.5,0.0490,5.321,5.060,21.86,206.38,5.58,4.48e+03,12.3,2.5e-08,8.0e-08,1.0e-07,2.5e-06,1.0e-04,1950-12-11,2022-03-09
2005012,"  5012 Eurymedon (9507 P-L)",36.960,,46,"JPL 44",2459600.5,0.0865,5.264,4.808,4.99,335.12,5.72,4.41e+03,12.1,3.0e-08,6.9e-08,1.9e-07,3.3e-06,8.7e-05,1954-02-10,2022-03-16
2005023,"  5023 Agapenor (1985 TG3)",27.850,,5.402,"JPL 51",2459600.5,0.0529,5.164,4.891,11.79,87.31,5.44,4.29e+03,11.7,2.7e-08,7.4e-08,1.9e-07,1.2e-06,9.2e-05,1985-09-16,2022-03-09
2005025,"  5025 Mecisteus (1986 TS6)",39.843,,250,"JPL 73",2459600.5,0.0763,5.193,4.797,11.03,74.16,5.59,4.32e+03,11.8,2.9e-08,7.7e-08,2.0e-07,2.2e-06,9.6e-05,1986-10-05,2022-03-09
2005027,"  5027 Androgeos (1988 BX1)",59.786,,11.376,"JPL 46",2459600.5,0.0668,5.302,4.948,31.45,345.17,5.66,4.46e+03,12.2,3.2e-08,8.5e-08,2.2e-07,1.9e-06,1.1e-04,1953-02-14,2022-02-15
2005028,"  5028 Halaesus (1988 BY1)",50.770,,24.937,"JPL 45",2459600.5,0.1315,5.26,4.568,21.48,11.90,5.95,4.41e+03,12.1,3.7e-08,7.7e-08,2.4e-07,1.7e-06,9.6e-05,1953-02-08,2022-03-11
2005041,"  5041 Theotes (1973 SW1)",41.899,,6.52,"JPL 42",2459600.5,0.0352,5.195,5.012,10.58,103.89,5.38,4.33e+03,11.8,2.0e-08,6.9e-08,1.5e-07,8.1e-07,8.6e-05,1953-12-10,2022-03-16
2005119,"  5119 Imbrius (1988 RA1)",49.251,,12.807,"JPL 34",2459600.5,0.1099,5.199,4.628,15.95,16.79,5.77,4.33e+03,11.9,2.9e-08,7.9e-08,1.8e-07,2.1e-06,9.9e-05,1953-11-29,2021-08-31
2005120,"  5120 Bitias (1988 TZ1)",47.987,,15.21,"JPL 36",2459600.5,0.1122,5.267,4.676,25.01,24.11,5.86,4.42e+03,12.1,3.9e-08,1.1e-07,2.4e-07,2.2e-06,1.3e-04,1988-09-14,2021-08-25
2005123,"  5123 Cynus (1989 BL)",35.387,,9.883,"JPL 46",2459600.5,0.1031,5.228,4.689,8.53,32.22,5.77,4.37e+03,12,3.7e-08,7.5e-08,2.3e-07,3.3e-06,9.4e-05,1979-06-24,2022-02-20
2005126,"  5126 Achaemenides (1989 CH2)",51.922,,53.02,"JPL 44",2459600.5,0.0260,5.245,5.109,29.86,350.49,5.38,4.39e+03,12,2.5e-08,7.4e-08,1.8e-07,5.9e-07,9.3e-05,1953-01-09,2022-02-25
2005130,"  5130 Ilioneus (1989 SC7)",60.711,,14.768,"JPL 46",2459600.5,0.0121,5.198,5.136,15.75,105.70,5.26,4.33e+03,11.9,2.2e-08,7.3e-08,1.4e-07,1.5e-06,9.1e-05,1955-11-11,2022-02-28
2005144,"  5144 Achates (1991 XX)",80.958,,5.958,"JPL 58",2459600.5,0.2732,5.186,3.769,8.92,331.79,6.60,4.31e+03,11.8,2.6e-08,5.0e-08,1.6e-07,1.5e-06,6.2e-05,1949-05-04,2021-09-08
2005209,"  5209 Oloosson (1989 CW1)",48.197,,,"JPL 43",2459600.5,0.0513,5.203,4.937,9.04,104.51,5.47,4.34e+03,11.9,2.5e-08,6.4e-08,1.7e-07,3.9e-07,7.9e-05,1955-04-20,2022-03-23
2005233,"  5233 Nastes (1988 RL10)",29.035,,5.33,"JPL 35",2459600.5,0.0449,5.149,4.918,3.38,47.10,5.38,4.27e+03,11.7,4.5e-08,6.6e-08,2.2e-07,3.6e-06,8.2e-05,1982-01-30,2021-08-03
2005244,"  5244 Amphilochos (1973 SQ1)",36.689,,9.766,"JPL 44",2459600.5,0.0289,5.18,5.031,6.15,128.38,5.33,4.31e+03,11.8,2.0e-08,6.1e-08,1.2e-07,2.3e-06,7.6e-05,1955-04-20,2022-03-23
2005254,"  5254 Ulysses (1986 VG1)",76.147,,28.72,"JPL 51",2459600.5,0.1228,5.226,4.584,24.19,344.09,5.87,4.36e+03,11.9,3.4e-08,7.5e-08,2.2e-07,2.1e-06,9.5e-05,1951-11-04,2022-02-15
2005257,"  5257 Laogonus (1988 RS10)",,,,"JPL 32",2459600.5,0.0321,5.16,4.994,2.87,89.92,5.33,4.28e+03,11.7,4.6e-08,6.4e-08,2.5e-07,3.9e-06,8.0e-05,1954-12-21,2021-08-09
2005258,"  5258 Rhoeo (1989 AU1)",53.275,,19.85,"JPL 49",2459600.5,0.0781,5.166,4.763,5.92,230.09,5.57,4.29e+03,11.7,2.0e-08,7.5e-08,1.4e-07,2.0e-06,9.3e-05,1989-01-01,2022-03-02
2005259,"  5259 Epeigeus (1989 BB1)",44.741,,18.42,"JPL 45",2459600.5,0.0722,5.21,4.833,15.91,201.31,5.59,4.34e+03,11.9,2.4e-08,8.0e-08,9.1e-08,1.7e-06,1.0e-04,1955-03-23,2022-03-23
2005264,"  5264 Telephus (1991 KC)",68.472,,9.525,"JPL 50",2459600.5,0.1120,5.209,4.626,33.57,359.15,5.79,4.34e+03,11.9,2.9e-08,7.9e-08,1.8e-07,5.7e-07,9.9e-05,1965-01-01,2022-02-09
2005283,"  5283 Pyrrhus (1989 BW)",48.356,,7.323,"JPL 46",2459600.5,0.1505,5.196,4.414,17.48,356.78,5.98,4.33e+03,11.8,3.3e-08,7.1e-08,2.2e-07,8.9e-07,8.9e-05,1951-11-08,2022-03-01
2005284,"  5284 Orsilocus (1989 CK2)",50.159,,10.31,"JPL 45",2459600.5,0.0845,5.226,4.784,20.22,343.25,5.67,4.36e+03,11.9,2.6e-08,7.6e-08,1.9e-07,3.8e-07,9.5e-05,1953-02-15,2022-03-01
2005285,"  5285 Krethon (1989 EO11)",49.606,,12.04,"JPL 47",2459600.5,0.0509,5.186,4.922,25.15,257.04,5.45,4.31e+03,11.8,2.4e-08,7.7e-08,1.6e-07,2.2e-07,9.6e-05,1956-03-15,2022-03-24
2005436,"  5436 Eumelos (1990 DK)",37.696,,38.41,"JPL 39",2459600.5,0.0781,5.203,4.796,7.43,220.73,5.61,4.33e+03,11.9,2.0e-08,6.6e-08,1.4e-07,6.2e-07,8.2e-05,1986-12-01,2022-03-03
