            JDTDB             Calendar Date (TDB),                      X,                      Y,                      Z,             X_s,             Y_s,             Z_s,
2378496.500000000, A.D. 1800-Jan-01 00:00:00.0000, -6.904178446233454E+08,  4.248019296381795E+08,  8.924845405521776E+07,  8.03418348E+02,  1.23293967E+03,  4.40979252E+02,
2378556.500000000, A.D. 1800-Mar-02 00:00:00.0000, -7.234154686373407E+08,  3.713537175030068E+08,  7.217448715602016E+07,  7.28711895E+02,  1.28360635E+03,  4.53263255E+02,
2378616.500000000, A.D. 1800-May-01 00:00:00.0000, -7.516809389336395E+08,  3.154795114371602E+08,  5.462970363472479E+07,  6.50113962E+02,  1.32589497E+03,  4.63483801E+02,
2378676.500000000, A.D. 1800-Jun-30 00:00:00.0000, -7.750417735188255E+08,  2.575498453284898E+08,  3.672968307751319E+07,  5.68831164E+02,  1.35933533E+03,  4.71492807E+02,
2378736.500000000, A.D. 1800-Aug-29 00:00:00.0000, -7.933553500999882E+08,  1.979457918687024E+08,  1.859160075006983E+07,  4.86232017E+02,  1.38359277E+03,  4.77194095E+02,
2378796.500000000, A.D. 1800-Oct-28 00:00:00.0000, -8.065093313717401E+08,  1.370570659741119E+08,  3.336579681308035E+05,  4.03920909E+02,  1.39847622E+03,  4.80543718E+02,
2378856.500000000, A.D. 1800-Dec-27 00:00:00.0000, -8.144220167268755E+08,  7.528014664251617E+07, -1.792547889824509E+07,  3.23930046E+02,  1.40394432E+03,  4.81549701E+02,
2378916.500000000, A.D. 1801-Feb-25 00:00:00.0000, -8.170426166531872E+08,  1.301640421576638E+07, -3.606723367266822E+07,  2.49229675E+02,  1.40010917E+03,  4.80271086E+02,
2378976.500000000, A.D. 1801-Apr-26 00:00:00.0000, -8.143514638275751E+08, -4.932977366615961E+07, -5.397367364898161E+07,  1.85109831E+02,  1.38723783E+03,  4.76816182E+02,
2379036.500000000, A.D. 1801-Jun-25 00:00:00.0000, -8.063601637523915E+08, -1.113528639535191E+08, -7.152806230336201E+07,  1.42141078E+02,  1.36575107E+03,  4.71339912E+02,
2379096.500000000, A.D. 1801-Aug-24 00:00:00.0000, -7.931116786895102E+08, -1.726481017383780E+08, -8.861541134734815E+07,  1.34627528E+02,  1.33621967E+03,  4.64040136E+02,
2379156.500000000, A.D. 1801-Oct-23 00:00:00.0000, -7.746803384313382E+08, -2.328134032279315E+08, -1.051230382557813E+08,  1.60430247E+02,  1.29935787E+03,  4.55152836E+02,
2379216.500000000, A.D. 1801-Dec-22 00:00:00.0000, -7.511717873419025E+08, -2.914513196253690E+08, -1.209411294827691E+08,  2.01111739E+02,  1.25601430E+03,  4.44946079E+02,
