            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,             X_s,             Y_s,             Z_s,
2378496.500000000, A.D. 1800-Jan-01 00:00:00.0000, -7.265598881972885E+08,  3.401719814721516E+08,  1.288997874329450E+08,  3.52517743E+02,  6.60642735E+02,  2.61355429E+02,
2378556.500000000, A.D. 1800-Mar-02 00:00:00.0000, -7.527031570169790E+08,  2.825040830785928E+08,  1.133809786988744E+08,  2.75586507E+02,  7.00037385E+02,  2.66243700E+02,
2378616.500000000, A.D. 1800-May-01 00:00:00.0000, -7.738418135783882E+08,  2.229599766492518E+08,  9.710914423704673E+07,  2.14752822E+02,  7.35794179E+02,  2.71683022E+02,
2378676.500000000, A.D. 1800-Jun-30 00:00:00.0000, -7.898209347904732E+08,  1.619312176030022E+08,  8.019058623901206E+07,  1.90708096E+02,  7.67746876E+02,  2.77592207E+02,
2378736.500000000, A.D. 1800-Aug-29 00:00:00.0000, -8.005161966703495E+08,  9.982085905336419E+07,  6.273622296253733E+07,  2.20612809E+02,  7.95659573E+02,  2.83868534E+02,
2378796.500000000, A.D. 1800-Oct-28 00:00:00.0000, -8.058349295582623E+08,  3.704157064236462E+07,  4.486109024255007E+07,  2.92211284E+02,  8.19204656E+02,  2.90378191E+02,
2378856.500000000, A.D. 1800-Dec-27 00:00:00.0000, -8.057171179929782E+08, -2.598633707905909E+07,  2.668381390833205E+07,  3.86355850E+02,  8.37949437E+02,  2.96950386E+02,
2378916.500000000, A.D. 1801-Feb-25 00:00:00.0000, -8.001363219115794E+08, -8.883699688531432E+07,  8.326047810473405E+06,  4.93352334E+02,  8.51350266E+02,  3.03375209E+02,
2378976.500000000, A.D. 1801-Apr-26 00:00:00.0000, -7.891005151032923E+08, -1.510811884359860E+08, -1.008812653109914E+07,  6.09154182E+02,  8.58754046E+02,  3.09405152E+02,
2379036.500000000, A.D. 1801-Jun-25 00:00:00.0000, -7.726528254499621E+08, -2.122886678556135E+08, -2.843284043364358E+07,  7.31894611E+02,  8.59407661E+02,  3.14760154E+02,
2379096.500000000, A.D. 1801-Aug-24 00:00:00.0000, -7.508721535489845E+08, -2.720306229464556E+08, -4.658111920763379E+07,  8.60495631E+02,  8.52476091E+02,  3.19136012E+02,
2379156.500000000, A.D. 1801-Oct-23 00:00:00.0000, -7.238736382634974E+08, -3.298822656906754E+08, -6.440561032431643E+07,  9.94122484E+02,  8.37070359E+02,  3.22216147E+02,
2379216.500000000, A.D. 1801-Dec-22 00:00:00.0000, -6.918089621210932E+08, -3.854255602640210E+08, -8.177935676213183E+07,  1.13194645E+03,  8.12287160E+02,  3.23686912E+02,
2379276.500000000, A.D. 1802-Feb-20 00:00:00.0000, -6.548664545066491E+08, -4.382520773423609E+08, -9.857661505116728E+07,  1.27302985E+03,  7.77263599E+02,  3.23256931E+02,
2379336.500000000, A.D. 1802-Apr-21 00:00:00.0000, -6.132709648932741E+08, -4.879659687301329E+08, -1.146737180284102E+08,  1.41626633E+03,  7.31254528E+02,  3.20681445E+02,
2379396.500000000, A.D. 1802-Jun-20 00:00:00.0000, -5.672834726260685E+08, -5.341870531352230E+08, -1.299499813551706E+08,  1.56035087E+03,  6.73750005E+02,  3.15793307E+02,
2379456.500000000, A.D. 1802-Aug-19 00:00:00.0000, -5.172004152653458E+08, -5.765539923888502E+08, -1.442886468522192E+08,  1.70376877E+03,  6.04676828E+02,  3.08543276E+02,
2379516.500000000, A.D. 1802-Oct-18 00:00:00.0000, -4.633526851611633E+08, -6.147275228315490E+08, -1.575778568563797E+08,  1.84479926E+03,  5.24803387E+02,  2.99053542E+02,
2379576.500000000, A.D. 1802-Dec-17 00:00:00.0000, -4.061042749066612E+08, -6.483937235746708E+08, -1.697116540751673E+08,  1.98153167E+03,  4.36704979E+02,  2.87689685E+02,
2379636.500000000, A.D. 1803-Feb-15 00:00:00.0000, -3.458505456782727E+08, -6.772672775251055E+08, -1.805909951362819E+08,  2.11189295E+03,  3.47439012E+02,  2.75155807E+02,
2379696.500000000, A.D. 1803-Apr-16 00:00:00.0000, -2.830160973845538E+08, -7.010946768032095E+08, -1.901247650051388E+08,  2.23368558E+03,  2.76071804E+02,  2.62610042E+02,
2379756.500000000, A.D. 1803-Jun-15 00:00:00.0000, -2.180522157824798E+08, -7.196573199538577E+08, -1.982307790516315E+08,  2.34463500E+03,  2.63086986E+02,  2.51770751E+02,
2379816.500000000, A.D. 1803-Aug-14 00:00:00.0000, -1.514338984420771E+08, -7.327744555666475E+08, -2.048367577858964E+08,  2.44244530E+03,  3.35188477E+02,  2.44921710E+02,
2379876.500000000, A.D. 1803-Oct-13 00:00:00.0000, -8.365646009576179E+07, -7.403058996121873E+08, -2.098812546150483E+08,  2.52486141E+03,  4.67079064E+02,  2.44649330E+02,
