            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,
2378496.500000000, A.D. 1800-Jan-01 00:00:00.0000,  6.833689342730477E+08, -1.130561228764052E+07,  3.779024982075064E+08,
2378556.500000000, A.D. 1800-Mar-02 00:00:00.0000,  6.688015103341932E+08,  4.884776218334876E+07,  4.049041779347059E+08,
2378616.500000000, A.D. 1800-May-01 00:00:00.0000,  6.492708642202895E+08,  1.086358292389824E+08,  4.288975169541314E+08,
2378676.500000000, A.D. 1800-Jun-30 00:00:00.0000,  6.249655620504918E+08,  1.676219485082147E+08,  4.497329506043141E+08,
2378736.500000000, A.D. 1800-Aug-29 00:00:00.0000,  5.961052684931281E+08,  2.253830150958279E+08,  4.672863562710294E+08,
2378796.500000000, A.D. 1800-Oct-28 00:00:00.0000,  5.629381026712395E+08,  2.815119500553398E+08,  4.814590227990814E+08,
2378856.500000000, A.D. 1800-Dec-27 00:00:00.0000,  5.257379729118633E+08,  3.356198999688785E+08,  4.921774398955356E+08,
2378916.500000000, A.D. 1801-Feb-25 00:00:00.0000,  4.848019292302501E+08,  3.873381524208696E+08,  4.993929307037218E+08,
2378976.500000000, A.D. 1801-Apr-26 00:00:00.0000,  4.404475492301956E+08,  4.363197917878388E+08,  5.030811477717196E+08,
2379036.500000000, A.D. 1801-Jun-25 00:00:00.0000,  3.930103833249666E+08,  4.822411179408830E+08,  5.032414651578086E+08,
2379096.500000000, A.D. 1801-Aug-24 00:00:00.0000,  3.428414764185693E+08,  5.248028495983249E+08,  4.998962886717031E+08,
2379156.500000000, A.D. 1801-Oct-23 00:00:00.0000,  2.903049735439894E+08,  5.637311315444549E+08,  4.930902955274268E+08,
2379216.500000000, A.D. 1801-Dec-22 00:00:00.0000,  2.357758092482099E+08,  5.987783735108695E+08,  4.828896245228137E+08,
2379276.500000000, A.D. 1802-Feb-20 00:00:00.0000,  1.796374884331815E+08,  6.297239431216652E+08,  4.693810333056357E+08,
2379336.500000000, A.D. 1802-Apr-21 00:00:00.0000,  1.222799564635414E+08,  6.563747309358112E+08,  4.526710291823477E+08,
2379396.500000000, A.D. 1802-Jun-20 00:00:00.0000,  6.409754673071383E+07,  6.785656030083767E+08,  4.328849773504524E+08,
2379456.500000000, A.D. 1802-Aug-19 00:00:00.0000,  5.487000975880877E+06,  6.961597678227166E+08,  4.101662036898996E+08,
2379516.500000000, A.D. 1802-Oct-18 00:00:00.0000, -5.315444129866379E+07,  7.090490637545245E+08,  3.846750866680894E+08,
2379576.500000000, A.D. 1802-Dec-17 00:00:00.0000, -1.114309017710132E+08,  7.171541799691402E+08,  3.565881405268159E+08,
2379636.500000000, A.D. 1803-Feb-15 00:00:00.0000, -1.689496811703800E+08,  7.204248208362038E+08,  3.260970900650972E+08,
2379696.500000000, A.D. 1803-Apr-16 00:00:00.0000, -2.253230457926863E+08,  7.188398294977744E+08,  2.934079386443236E+08,
2379756.500000000, A.D. 1803-Jun-15 00:00:00.0000, -2.801699893486725E+08,  7.124072576121055E+08,  2.587400155125976E+08,
2379816.500000000, A.D. 1803-Aug-14 00:00:00.0000, -3.331179947446254E+08,  7.011643939274971E+08,  2.223250034959213E+08,
2379876.500000000, A.D. 1803-Oct-13 00:00:00.0000, -3.838047965188189E+08,  6.851777512440249E+08,  1.844059397270810E+08,
2379936.500000000, A.D. 1803-Dec-12 00:00:00.0000, -4.318801559869333E+08,  6.645430049189754E+08,  1.452361797075199E+08,
