            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,             X_s,             Y_s,             Z_s,
2378616.500000000, A.D. 1800-May-01 00:00:00.0000,  5.620537803415457E+08,  4.222872411676061E+08,  2.025728602979337E+08,  1.10532874E+02,  7.22798519E+01,  7.68194333E+01,
2378676.500000000, A.D. 1800-Jun-30 00:00:00.0000,  5.161606166982683E+08,  4.673868596919351E+08,  2.321892233460206E+08,  1.20775353E+02,  6.62778386E+01,  7.77424621E+01,
2378736.500000000, A.D. 1800-Aug-29 00:00:00.0000,  4.656172816194355E+08,  5.082715974755801E+08,  2.597117524041681E+08,  1.30591761E+02,  5.98961696E+01,  7.82947723E+01,
2378796.500000000, A.D. 1800-Oct-28 00:00:00.0000,  4.109239699214617E+08,  5.446216346183691E+08,  2.849172139259298E+08,  1.39803500E+02,  5.34323057E+01,  7.84975387E+01,
2378856.500000000, A.D. 1800-Dec-27 00:00:00.0000,  3.526096648589324E+08,  5.761674444793775E+08,  3.076093697421624E+08,  1.48247363E+02,  4.73680846E+01,  7.83923843E+01,
2378916.500000000, A.D. 1801-Feb-25 00:00:00.0000,  2.912251332196227E+08,  6.026906049220433E+08,  3.276199770960941E+08,  1.55776632E+02,  4.24506397E+01,  7.80393938E+01,
2378976.500000000, A.D. 1801-Apr-26 00:00:00.0000,  2.273361428788599E+08,  6.240238146334472E+08,  3.448093109179507E+08,  1.62262507E+02,  3.96893205E+01,  7.75143847E+01,
2379036.500000000, A.D. 1801-Jun-25 00:00:00.0000,  1.615170200611925E+08,  6.400502174416935E+08,  3.590662580204753E+08,  1.67595466E+02,  4.00345458E+01,  7.69052972E+01,
2379096.500000000, A.D. 1801-Aug-24 00:00:00.0000,  9.434464085378410E+07,  6.507021375956293E+08,  3.703080374769774E+08,  1.71686290E+02,  4.37705409E+01,  7.63075676E+01,
2379156.500000000, A.D. 1801-Oct-23 00:00:00.0000,  2.639292274787319E+07,  6.559593210642884E+08,  3.784795972718342E+08,  1.74466653E+02,  5.03541232E+01,  7.58184374E+01,
2379216.500000000, A.D. 1801-Dec-22 00:00:00.0000, -4.177215756259327E+07,  6.558467829380832E+08,  3.835527419711477E+08,  1.75889249E+02,  5.89166562E+01,  7.55303526E+01,
2379276.500000000, A.D. 1802-Feb-20 00:00:00.0000, -1.095969996903511E+08,  6.504323654690524E+08,  3.855250514498490E+08,  1.75927499E+02,  6.87003892E+01,  7.55239447E+01,
2379336.500000000, A.D. 1802-Apr-21 00:00:00.0000, -1.765442705174363E+08,  6.398240932080753E+08,  3.844186416745963E+08,  1.74574923E+02,  7.91563705E+01,  7.58614388E+01,
2379396.500000000, A.D. 1802-Jun-20 00:00:00.0000, -2.420962679464921E+08,  6.241673925650151E+08,  3.802788058656290E+08,  1.71844250E+02,  8.98979069E+01,  7.65815571E+01,
2379456.500000000, A.D. 1802-Aug-19 00:00:00.0000, -3.057578002531322E+08,  6.036422525647913E+08,  3.731725851670711E+08,  1.67766437E+02,  1.00643109E+02,  7.76968827E+01,
2379516.500000000, A.D. 1802-Oct-18 00:00:00.0000, -3.670586062159607E+08,  5.784603848091323E+08,  3.631873047843865E+08,  1.62389707E+02,  1.11176076E+02,  7.91941715E+01,
2379576.500000000, A.D. 1802-Dec-17 00:00:00.0000, -4.255553662235489E+08,  5.488624178588039E+08,  3.504290986540520E+08,  1.55778805E+02,  1.21324025E+02,  8.10373982E+01,
2379636.500000000, A.D. 1803-Feb-15 00:00:00.0000, -4.808333503750334E+08,  5.151151629491757E+08,  3.350214476366792E+08,  1.48014699E+02,  1.30944197E+02,  8.31727112E+01,
2379696.500000000, A.D. 1803-Apr-16 00:00:00.0000, -5.325077602043936E+08,  4.775089793696863E+08,  3.171037534278824E+08,  1.39195064E+02,  1.39916251E+02,  8.55341941E+01,
2379756.500000000, A.D. 1803-Jun-15 00:00:00.0000, -5.802247954033568E+08,  4.363552563495826E+08,  2.968299587529572E+08,  1.29436103E+02,  1.48137691E+02,  8.80494246E+01,
2379816.500000000, A.D. 1803-Aug-14 00:00:00.0000, -6.236624997555647E+08,  3.919840073151318E+08,  2.743672152793689E+08,  1.18876616E+02,  1.55520987E+02,  9.06441651E+01,
2379876.500000000, A.D. 1803-Oct-13 00:00:00.0000, -6.625314304717064E+08,  3.447415912831673E+08,  2.498946126729164E+08,  1.07686036E+02,  1.61991659E+02,  9.32459051E+01,
2379936.500000000, A.D. 1803-Dec-12 00:00:00.0000, -6.965751857021616E+08,  2.949885535545626E+08,  2.236019662041465E+08,  9.60796555E+01,  1.67486935E+02,  9.57862711E+01,
2379996.500000000, A.D. 1804-Feb-10 00:00:00.0000, -7.255708179430032E+08,  2.430975765468781E+08,  1.956886588064669E+08,  8.43473052E+01,  1.71954762E+02,  9.82024861E+01,
2380056.500000000, A.D. 1804-Apr-10 00:00:00.0000, -7.493291723484346E+08,  1.894515250224858E+08,  1.663625328034584E+08,  7.29069963E+01,  1.75353068E+02,  1.00438126E+02,
2380116.500000000, A.D. 1804-Jun-09 00:00:00.0000, -7.676951735980889E+08,  1.344415806316116E+08,  1.358388297341848E+08,  6.24004349E+01,  1.77649217E+02,  1.02443403E+02,
2380176.500000000, A.D. 1804-Aug-08 00:00:00.0000, -7.805480714589427E+08,  7.846544228732541E+07,  1.043391641869718E+08,  5.38296704E+01,  1.78819617E+02,  1.04175171E+02,
2380236.500000000, A.D. 1804-Oct-07 00:00:00.0000, -7.878016654914182E+08,  2.192557131304511E+07,  7.209052211652337E+07,  4.86003748E+01,  1.78849493E+02,  1.05596789E+02,
2380296.500000000, A.D. 1804-Dec-06 00:00:00.0000, -7.894045273653029E+08, -3.477253483386662E+07,  3.932427578163814E+07,  4.80430310E+01,  1.77732809E+02,  1.06677958E+02,
2380356.500000000, A.D. 1805-Feb-04 00:00:00.0000, -7.853402145773463E+08, -9.122205801962073E+07,  6.275203022969154E+06,  5.23711633E+01,  1.75472355E+02,  1.07394588E+02,
2380416.500000000, A.D. 1805-Apr-05 00:00:00.0000, -7.756274805030644E+08, -1.470165923303641E+08, -2.681950407301794E+07,  6.04785424E+01,  1.72080001E+02,  1.07728728E+02,
2380476.500000000, A.D. 1805-Jun-04 00:00:00.0000, -7.603204825064384E+08, -2.017519129158575E+08, -5.972125143559423E+07,  7.09216780E+01,  1.67577147E+02,  1.07668604E+02,
2380536.500000000, A.D. 1805-Aug-03 00:00:00.0000, -7.395089847046478E+08, -2.550277976530525E+08, -9.219108711928269E+07,  8.25952965E+01,  1.61995397E+02,  1.07208740E+02,
2380596.500000000, A.D. 1805-Oct-02 00:00:00.0000, -7.133185275873288E+08, -3.064499192493315E+08, -1.239907892061115E+08,  9.47776899E+01,  1.55377511E+02,  1.06350188E+02,
2380656.500000000, A.D. 1805-Dec-01 00:00:00.0000, -6.819105653247118E+08, -3.556318343596792E+08, -1.548840111619374E+08,  1.06998546E+02,  1.47778725E+02,  1.05100845E+02,
2380716.500000000, A.D. 1806-Jan-30 00:00:00.0000, -6.454825447607636E+08, -4.021970733987666E+08, -1.846374900431363E+08,  1.18932585E+02,  1.39268647E+02,  1.03475842E+02,
2380776.500000000, A.D. 1806-Mar-31 00:00:00.0000, -6.042678970662761E+08, -4.457813481837078E+08, -2.130223289868117E+08,  1.30337830E+02,  1.29934022E+02,  1.01498003E+02,
2380836.500000000, A.D. 1806-May-30 00:00:00.0000, -5.585359078372415E+08, -4.860348857123083E+08, -2.398153607399325E+08,  1.41022448E+02,  1.19882978E+02,  9.91983361E+01,
2380896.500000000, A.D. 1806-Jul-29 00:00:00.0000, -5.085914414995479E+08, -5.226249023543518E+08, -2.648006030576199E+08,  1.50827190E+02,  1.09251855E+02,  9.66165330E+01,
2380956.500000000, A.D. 1806-Sep-27 00:00:00.0000, -4.547744702293746E+08, -5.552382034621603E+08, -2.877708019835522E+08,  1.59616148E+02,  9.82166610E+01,  9.38014313E+01,
2381016.500000000, A.D. 1806-Nov-26 00:00:00.0000, -3.974593582220927E+08, -5.835839177144965E+08, -3.085290703460956E+08,  1.67272026E+02,  8.70130014E+01,  9.08113598E+01,
2381076.500000000, A.D. 1807-Jan-25 00:00:00.0000, -3.370538633778611E+08, -6.073963540099720E+08, -3.268906186977739E+08,  1.73693931E+02,  7.59713976E+01,  8.77142636E+01,
2381136.500000000, A.D. 1807-Mar-26 00:00:00.0000, -2.739978053193685E+08, -6.264379611168697E+08, -3.426845716999106E+08,  1.78796581E+02,  6.55784450E+01,  8.45874450E+01,
2381196.500000000, A.D. 1807-May-25 00:00:00.0000, -2.087613411633754E+08, -6.405023544601072E+08, -3.557558523666697E+08,  1.82510314E+02,  5.65689525E+01,  8.15166839E+01,
2381256.500000000, A.D. 1807-Jul-24 00:00:00.0000, -1.418428002815174E+08, -6.494173856963786E+08, -3.659671241159256E+08,  1.84781508E+02,  4.99986070E+01,  7.85944384E+01,
2381316.500000000, A.D. 1807-Sep-22 00:00:00.0000, -7.376603735383929E+07, -6.530482007334647E+08, -3.732007634190845E+08,  1.85573160E+02,  4.70726231E+01,  7.59167856E+01,
2381376.500000000, A.D. 1807-Nov-21 00:00:00.0000, -5.077256305638363E+06, -6.513002198154695E+08, -3.773608268761203E+08,  1.84865445E+02,  4.84688721E+01,  7.35788230E+01,
2381436.500000000, A.D. 1808-Jan-20 00:00:00.0000,  6.365873386628165E+07, -6.441219710364275E+08, -3.783749751224375E+08,  1.82656126E+02,  5.37270835E+01,  7.16684998E+01,
2381496.500000000, A.D. 1808-Mar-20 00:00:00.0000,  1.318628445297648E+08, -6.315077042500079E+08, -3.761963143564791E+08,  1.78960748E+02,  6.16462667E+01,  7.02593419E+01,
2381556.500000000, A.D. 1808-May-19 00:00:00.0000,  1.989466202490160E+08, -6.134996789045565E+08, -3.708050925627569E+08,  1.73812591E+02,  7.10598933E+01,  6.94031683E+01,
2381616.500000000, A.D. 1808-Jul-18 00:00:00.0000,  2.643177302832591E+08, -5.901900343862211E+08, -3.622101969193545E+08,  1.67262418E+02,  8.11317497E+01,  6.91244110E+01,
2381676.500000000, A.D. 1808-Sep-16 00:00:00.0000,  3.273860020693206E+08, -5.617221401848567E+08, -3.504503905203024E+08,  1.59378164E+02,  9.13117372E+01,  6.94176120E+01,
2381736.500000000, A.D. 1808-Nov-15 00:00:00.0000,  3.875699276247955E+08, -5.282913311297035E+08, -3.355952290463169E+08,  1.50244853E+02,  1.01234986E+02,  7.02488903E+01,
2381796.500000000, A.D. 1809-Jan-14 00:00:00.0000,  4.443035525282823E+08, -4.901449111914541E+08, -3.177455800980815E+08,  1.39965236E+02,  1.10649675E+02,  7.15609203E+01,
2381856.500000000, A.D. 1809-Mar-15 00:00:00.0000,  4.970436436017120E+08, -4.475813603590849E+08, -2.970337025624222E+08,  1.28662088E+02,  1.19374539E+02,  7.32799213E+01,
