            JDTDB             Calendar Date (TDB),                      X,                      Y,                      Z,             X_s,             Y_s,             Z_s,
2378496.500000000, A.D. 1800-Jan-01 00:00:00.0000, -6.860394982409953E+08,  3.387587480149457E+08,  8.893528553378324E+07,  4.47014398E+02,  6.22637028E+02,  4.13806859E+02,
2378556.500000000, A.D. 1800-Mar-02 00:00:00.0000, -7.155526190176268E+08,  2.866568564282110E+08,  5.677721594013677E+07,  3.70263211E+02,  6.52582464E+02,  4.17682914E+02,
2378616.500000000, A.D. 1800-May-01 00:00:00.0000, -7.395529897031317E+08,  2.323471590415777E+08,  2.418165036448424E+07,  2.93386127E+02,  6.77217071E+02,  4.18747467E+02,
2378676.500000000, A.D. 1800-Jun-30 00:00:00.0000, -7.579138458867453E+08,  1.762660701569043E+08, -8.598547663912369E+06,  2.18236609E+02,  6.96564227E+02,  4.17085969E+02,
2378736.500000000, A.D. 1800-Aug-29 00:00:00.0000, -7.705532845444336E+08,  1.188544989197610E+08, -4.131422879742633E+07,  1.49454413E+02,  7.10659489E+02,  4.12790415E+02,
2378796.500000000, A.D. 1800-Oct-28 00:00:00.0000, -7.774330743587170E+08,  6.055440780121923E+07, -7.372165109773155E+07,  1.02647622E+02,  7.19542538E+02,  4.05956028E+02,
2378856.500000000, A.D. 1800-Dec-27 00:00:00.0000, -7.785572143712984E+08,  1.805639292064983E+06, -1.055839954829890E+08,  1.11029378E+02,  7.23251518E+02,  3.96679907E+02,
2378916.500000000, A.D. 1801-Feb-25 00:00:00.0000, -7.739702834463646E+08, -5.695699171573830E+07, -1.366727083975576E+08,  1.66116587E+02,  7.21819511E+02,  3.85061659E+02,
2378976.500000000, A.D. 1801-Apr-26 00:00:00.0000, -7.637556419550655E+08, -1.153063455269836E+08, -1.667686839337849E+08,  2.36684865E+02,  7.15272971E+02,  3.71206230E+02,
2379036.500000000, A.D. 1801-Jun-25 00:00:00.0000, -7.480335316891998E+08, -1.728253538638361E+08, -1.956632968449367E+08,  3.11588657E+02,  7.03631952E+02,  3.55229323E+02,
2379096.500000000, A.D. 1801-Aug-24 00:00:00.0000, -7.269591096554943E+08, -2.291091733940684E+08, -2.231592961287078E+08,  3.87412956E+02,  6.86911953E+02,  3.37266160E+02,
2379156.500000000, A.D. 1801-Oct-23 00:00:00.0000, -7.007204370181451E+08, -2.837671238691645E+08, -2.490715746204114E+08,  4.62730381E+02,  6.65127252E+02,  3.17484971E+02,
2379216.500000000, A.D. 1801-Dec-22 00:00:00.0000, -6.695364680575204E+08, -3.364244280720270E+08, -2.732278331424864E+08,  5.36728331E+02,  6.38295727E+02,  2.96107710E+02,
2379276.500000000, A.D. 1802-Feb-20 00:00:00.0000, -6.336550450632108E+08, -3.867237703322664E+08, -2.954691471736628E+08,  6.08818266E+02,  6.06445289E+02,  2.73442411E+02,
2379336.500000000, A.D. 1802-Apr-21 00:00:00.0000, -5.933509145624349E+08, -4.343266980849789E+08, -3.156504514519118E+08,  6.78499382E+02,  5.69622344E+02,  2.49934809E+02,
2379396.500000000, A.D. 1802-Jun-20 00:00:00.0000, -5.489237708267789E+08, -4.789148914346328E+08, -3.336409568117883E+08,  7.45303150E+02,  5.27903388E+02,  2.26251528E+02,
2379456.500000000, A.D. 1802-Aug-19 00:00:00.0000, -5.006963443038192E+08, -5.201913196546661E+08, -3.493245134599072E+08,  8.08768374E+02,  4.81412182E+02,  2.03410938E+02,
2379516.500000000, A.D. 1802-Oct-18 00:00:00.0000, -4.490125178065649E+08, -5.578812965063583E+08, -3.625999219836782E+08,  8.68429565E+02,  4.30348106E+02,  1.82966495E+02,
