            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,             X_s,             Y_s,             Z_s,
2378496.500000000, A.D. 1800-Jan-01 00:00:00.0000, -7.689415332734720E+08,  9.485102066128859E+07,  9.424896295073318E+07,  5.99240121E+01,  2.42363885E+02,  1.28294447E+02,
2378556.500000000, A.D. 1800-Mar-02 00:00:00.0000, -7.795493791436228E+08,  3.365538954363097E+07,  6.815765214072531E+07,  6.46079049E+01,  2.48381434E+02,  1.31982450E+02,
2378616.500000000, A.D. 1800-May-01 00:00:00.0000, -7.843825195520891E+08, -2.779260886181006E+07,  4.156025211132067E+07,  7.81084369E+01,  2.52775906E+02,  1.35643779E+02,
2378676.500000000, A.D. 1800-Jun-30 00:00:00.0000, -7.834650411794682E+08, -8.904012594706053E+07,  1.465687992433230E+07,  9.73120405E+01,  2.55440436E+02,  1.39166648E+02,
2378736.500000000, A.D. 1800-Aug-29 00:00:00.0000, -7.768613695027033E+08, -1.496449231880616E+08, -1.235423577742177E+07,  1.19801134E+02,  2.56276377E+02,  1.42444761E+02,
2378796.500000000, A.D. 1800-Oct-28 00:00:00.0000, -7.646742108132563E+08, -2.091779513491403E+08, -3.927802616632780E+07,  1.44181102E+02,  2.55196764E+02,  1.45380394E+02,
2378856.500000000, A.D. 1800-Dec-27 00:00:00.0000, -7.470423963274022E+08, -2.672256284327881E+08, -6.592372798834043E+07,  1.69640265E+02,  2.52129835E+02,  1.47886934E+02,
2378916.500000000, A.D. 1801-Feb-25 00:00:00.0000, -7.241386568768922E+08, -3.233918305797740E+08, -9.210590849178091E+07,  1.95647717E+02,  2.47022587E+02,  1.49890962E+02,
2378976.500000000, A.D. 1801-Apr-26 00:00:00.0000, -6.961673686666323E+08, -3.772996253512372E+08, -1.176453795728525E+08,  2.21806535E+02,  2.39844401E+02,  1.51334009E+02,
2379036.500000000, A.D. 1801-Jun-25 00:00:00.0000, -6.633623017853881E+08, -4.285927715315374E+08, -1.423700090610074E+08,  2.47785744E+02,  2.30590963E+02,  1.52174068E+02,
2379096.500000000, A.D. 1801-Aug-24 00:00:00.0000, -6.259843996346122E+08, -4.769370079364054E+08, -1.661154375092384E+08,  2.73288416E+02,  2.19288886E+02,  1.52386984E+02,
2379156.500000000, A.D. 1801-Oct-23 00:00:00.0000, -5.843195886900589E+08, -5.220211530881169E+08, -1.887257103748329E+08,  2.98036656E+02,  2.06001839E+02,  1.51967758E+02,
2379216.500000000, A.D. 1801-Dec-22 00:00:00.0000, -5.386766462138464E+08, -5.635580538121637E+08, -2.100538395753513E+08,  3.21764862E+02,  1.90839765E+02,  1.50931843E+02,
2379276.500000000, A.D. 1802-Feb-20 00:00:00.0000, -4.893851285555794E+08, -6.012853951483420E+08, -2.299623002092893E+08,  3.44217206E+02,  1.73974312E+02,  1.49316470E+02,
2379336.500000000, A.D. 1802-Apr-21 00:00:00.0000, -4.367933594454565E+08, -6.349663962868471E+08, -2.483234734402236E+08,  3.65147369E+02,  1.55667047E+02,  1.47181967E+02,
2379396.500000000, A.D. 1802-Jun-20 00:00:00.0000, -3.812664717932896E+08, -6.643904120205375E+08, -2.650200441650006E+08,  3.84319504E+02,  1.36324862E+02,  1.44613018E+02,
2379456.500000000, A.D. 1802-Aug-19 00:00:00.0000, -3.231845095442355E+08, -6.893734679059231E+08, -2.799453652773603E+08,  4.01509866E+02,  1.16615243E+02,  1.41719659E+02,
2379516.500000000, A.D. 1802-Oct-18 00:00:00.0000, -2.629405757820705E+08, -7.097587279116645E+08, -2.930037896391113E+08,  4.16508786E+02,  9.77119660E+01,  1.38637663E+02,
2379576.500000000, A.D. 1802-Dec-17 00:00:00.0000, -2.009390126931731E+08, -7.254169180108070E+08, -3.041109802783881E+08,  4.29122786E+02,  8.17743153E+01,  1.35527713E+02,
