            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,             X_s,             Y_s,             Z_s,
2378616.500000000, A.D. 1800-May-01 00:00:00.0000,  5.210778281927270E+08,  4.701660436235180E+08,  1.703768193516516E+08,  4.01049613E+02,  2.33071983E+02,  1.39761461E+02,
2378676.500000000, A.D. 1800-Jun-30 00:00:00.0000,  4.702837814918525E+08,  5.197588270088368E+08,  1.850861829419273E+08,  4.36362631E+02,  2.20100120E+02,  1.40709160E+02,
2378736.500000000, A.D. 1800-Aug-29 00:00:00.0000,  4.150931049801843E+08,  5.644892696778446E+08,  1.980638645549693E+08,  4.74226784E+02,  2.11230920E+02,  1.43539583E+02,
2378796.500000000, A.D. 1800-Oct-28 00:00:00.0000,  3.560727513175494E+08,  6.040084120948001E+08,  2.092128667147419E+08,  5.13480454E+02,  2.07538764E+02,  1.48205992E+02,
2378856.500000000, A.D. 1800-Dec-27 00:00:00.0000,  2.938154746968489E+08,  6.380333138767953E+08,  2.184586599172514E+08,  5.52918200E+02,  2.10301367E+02,  1.54651695E+02,
2378916.500000000, A.D. 1801-Feb-25 00:00:00.0000,  2.289301031001442E+08,  6.663475628916737E+08,  2.257490476547858E+08,  5.91323247E+02,  2.20725716E+02,  1.62819351E+02,
2378976.500000000, A.D. 1801-Apr-26 00:00:00.0000,  1.620323277410008E+08,  6.888003561396905E+08,  2.310535788998531E+08,  6.27504829E+02,  2.39559118E+02,  1.72645766E+02,
2379036.500000000, A.D. 1801-Jun-25 00:00:00.0000,  9.373623297166435E+07,  7.053043625933912E+08,  2.343625842412372E+08,  6.60335342E+02,  2.66852420E+02,  1.84048520E+02,
2379096.500000000, A.D. 1801-Aug-24 00:00:00.0000,  2.464673202456138E+07,  7.158325985886372E+08,  2.356859157925869E+08,  6.88783511E+02,  3.02017922E+02,  1.96912003E+02,
2379156.500000000, A.D. 1801-Oct-23 00:00:00.0000, -4.464698983747067E+07,  7.204145409197905E+08,  2.350514675719820E+08,  7.11941288E+02,  3.44062554E+02,  2.11078393E+02,
2379216.500000000, A.D. 1801-Dec-22 00:00:00.0000, -1.135769976573667E+08,  7.191316982777268E+08,  2.325035509670065E+08,  7.29043484E+02,  3.91810423E+02,  2.26345699E+02,
2379276.500000000, A.D. 1802-Feb-20 00:00:00.0000, -1.816011020272220E+08,  7.121128600945425E+08,  2.281011957498969E+08,  7.39480085E+02,  4.44038371E+02,  2.42472262E+02,
2379336.500000000, A.D. 1802-Apr-21 00:00:00.0000, -2.482063759220605E+08,  6.995292051645311E+08,  2.219164352391222E+08,  7.42801795E+02,  4.99539336E+02,  2.59185605E+02,
2379396.500000000, A.D. 1802-Jun-20 00:00:00.0000, -3.129117664684597E+08,  6.815894115590515E+08,  2.140326205577218E+08,  7.38719703E+02,  5.57148114E+02,  2.76193343E+02,
2379456.500000000, A.D. 1802-Aug-19 00:00:00.0000, -3.752699121223623E+08,  6.585348983502344E+08,  2.045428029074095E+08,  7.27100200E+02,  6.15752607E+02,  2.93194293E+02,
2379516.500000000, A.D. 1802-Oct-18 00:00:00.0000, -4.348682589522246E+08,  6.306352995412385E+08,  1.935482132835784E+08,  7.07956337E+02,  6.74300884E+02,  3.09888622E+02,
2379576.500000000, A.D. 1802-Dec-17 00:00:00.0000, -4.913295877158082E+08,  5.981842236354020E+08,  1.811568549217692E+08,  6.81436780E+02,  7.31807427E+02,  3.25986430E+02,
2379636.500000000, A.D. 1803-Feb-15 00:00:00.0000, -5.443120573201908E+08,  5.614953447472131E+08,  1.674822196276940E+08,  6.47813539E+02,  7.87359019E+02,  3.41214594E+02,
2379696.500000000, A.D. 1803-Apr-16 00:00:00.0000, -5.935088724591761E+08,  5.208988506487619E+08,  1.526421324600642E+08,  6.07469732E+02,  8.40119988E+02,  3.55321956E+02,
2379756.500000000, A.D. 1803-Jun-15 00:00:00.0000, -6.386476531350691E+08,  4.767382569978058E+08,  1.367577261012835E+08,  5.60888920E+02,  8.89336314E+02,  3.68083006E+02,
