            JDTDB             Calendar Date (TDB),                      X,                      Y,                      Z,             X_s,             Y_s,             Z_s,
2378496.500000000, A.D. 1800-Jan-01 00:00:00.0000, -7.809590078022110E+08,  2.166547678117487E+08,  1.299529543602438E+08,  1.08212913E+02,  1.26101551E+02,  1.29866689E+02,
2378556.500000000, A.D. 1800-Mar-02 00:00:00.0000, -7.982858162746958E+08,  1.596233696552373E+08,  1.061135717457377E+08,  1.04709528E+02,  1.28983183E+02,  1.24060716E+02,
2378616.500000000, A.D. 1800-May-01 00:00:00.0000, -8.104775460131521E+08,  1.015650970016462E+08,  8.159159837919177E+07,  1.03888900E+02,  1.31946432E+02,  1.19135464E+02,
2378676.500000000, A.D. 1800-Jun-30 00:00:00.0000, -8.174541034321167E+08,  4.285307027940693E+07,  5.654455348377909E+07,  1.05996609E+02,  1.34939214E+02,  1.15350382E+02,
2378736.500000000, A.D. 1800-Aug-29 00:00:00.0000, -8.191638657498260E+08, -1.613541340135095E+07,  3.113308454712510E+07,  1.11071432E+02,  1.37874010E+02,  1.12926016E+02,
2378796.500000000, A.D. 1800-Oct-28 00:00:00.0000, -8.155840213938973E+08, -7.502021741471025E+07,  5.520405349659707E+06,  1.18951781E+02,  1.40632092E+02,  1.12009437E+02,
2378856.500000000, A.D. 1800-Dec-27 00:00:00.0000, -8.067209365571603E+08, -1.334197300338807E+08, -2.012827644615915E+07,  1.29342148E+02,  1.43070553E+02,  1.12646152E+02,
2378916.500000000, A.D. 1801-Feb-25 00:00:00.0000, -7.926105310798268E+08, -1.909522744907210E+08, -4.564635107769160E+07,  1.41892382E+02,  1.45031176E+02,  1.14770142E+02,
2378976.500000000, A.D. 1801-Apr-26 00:00:00.0000, -7.733186641552656E+08, -2.472375869296816E+08, -7.086642747525640E+07,  1.56252589E+02,  1.46350366E+02,  1.18216894E+02,
2379036.500000000, A.D. 1801-Jun-25 00:00:00.0000, -7.489415214063236E+08, -3.018983792266391E+08, -9.562099040799598E+07,  1.72096465E+02,  1.46869727E+02,  1.22753669E+02,
2379096.500000000, A.D. 1801-Aug-24 00:00:00.0000, -7.196059898066705E+08, -3.545619979932746E+08, -1.197430999093003E+08,  1.89123241E+02,  1.46447296E+02,  1.28115019E+02,
2379156.500000000, A.D. 1801-Oct-23 00:00:00.0000, -6.854699891055620E+08, -4.048621997021025E+08, -1.430671430625704E+08,  2.07050064E+02,  1.44969854E+02,  1.34033179E+02,
2379216.500000000, A.D. 1801-Dec-22 00:00:00.0000, -6.467227565696553E+08, -4.524410601411017E+08, -1.654296457690392E+08,  2.25602332E+02,  1.42367296E+02,  1.40258714E+02,
2379276.500000000, A.D. 1802-Feb-20 00:00:00.0000, -6.035850483177133E+08, -4.969510215456431E+08, -1.866701479534133E+08,  2.44505432E+02,  1.38630565E+02,  1.46571852E+02,
2379336.500000000, A.D. 1802-Apr-21 00:00:00.0000, -5.563092269026068E+08, -5.380570889307450E+08, -2.066321487136977E+08,  2.63479020E+02,  1.33835457E+02,  1.52787122E+02,
2379396.500000000, A.D. 1802-Jun-20 00:00:00.0000, -5.051791965016881E+08, -5.754391830361104E+08, -2.251641261120107E+08,  2.82233897E+02,  1.28175327E+02,  1.58754077E+02,
2379456.500000000, A.D. 1802-Aug-19 00:00:00.0000, -4.505101614525309E+08, -6.087946534708174E+08, -2.421206342850122E+08,  3.00471175E+02,  1.22005717E+02,  1.64356061E+02,
2379516.500000000, A.D. 1802-Oct-18 00:00:00.0000, -3.926481506156288E+08, -6.378409327913833E+08, -2.573634726998647E+08,  3.17883352E+02,  1.15900201E+02,  1.69508196E+02,
2379576.500000000, A.D. 1802-Dec-17 00:00:00.0000, -3.319692667007220E+08, -6.623183327691715E+08, -2.707629294204839E+08,  3.34156976E+02,  1.10702579E+02,  1.74155108E+02,
2379636.500000000, A.D. 1803-Feb-15 00:00:00.0000, -2.688786167405000E+08, -6.819929586766189E+08, -2.821990901751606E+08,  3.48976591E+02,  1.07526629E+02,  1.78268559E+02,
2379696.500000000, A.D. 1803-Apr-16 00:00:00.0000, -2.038088774412955E+08, -6.966597098492457E+08, -2.915632018478332E+08,  3.62029747E+02,  1.07614149E+02,  1.81844954E+02,
2379756.500000000, A.D. 1803-Jun-15 00:00:00.0000, -1.372184400745645E+08, -7.061453231530167E+08, -2.987590740740513E+08,  3.73012860E+02,  1.12001344E+02,  1.84902569E+02,
2379816.500000000, A.D. 1803-Aug-14 00:00:00.0000, -6.958909884096077E+07, -7.103114223392844E+08, -3.037045043383253E+08,  3.81637759E+02,  1.21147805E+02,  1.87478379E+02,
2379876.500000000, A.D. 1803-Oct-13 00:00:00.0000, -1.423247784979896E+06, -7.090575032968801E+08, -3.063326985453686E+08,  3.87638719E+02,  1.34828004E+02,  1.89624348E+02,
2379936.500000000, A.D. 1803-Dec-12 00:00:00.0000,  6.675944619474459E+07, -7.023237794332535E+08, -3.065936554635085E+08,  3.90779802E+02,  1.52347396E+02,  1.91403147E+02,
2379996.500000000, A.D. 1804-Feb-10 00:00:00.0000,  1.344259149845084E+08, -6.900938148653473E+08, -3.044554845637330E+08,  3.90862339E+02,  1.72841240E+02,  1.92883332E+02,
