            JDTDB             Calendar Date (TDB),                      X,                      Y,                      Z,             X_s,             Y_s,             Z_s,
2379816.500000000, A.D. 1803-Aug-14 00:00:00.0000, -6.433144665571584E+08,  4.312060745781562E+08,  2.806208132041610E+08,  2.85779403E+02,  4.50419178E+02,  2.65897012E+02,
2379876.500000000, A.D. 1803-Oct-13 00:00:00.0000, -6.798944957386553E+08,  3.839151451223567E+08,  2.573629613225916E+08,  2.54962270E+02,  4.74899326E+02,  2.77864765E+02,
2379936.500000000, A.D. 1803-Dec-12 00:00:00.0000, -7.121197918518937E+08,  3.341661167410907E+08,  2.324570682053974E+08,  2.22001672E+02,  4.97377833E+02,  2.89216487E+02,
2379996.500000000, A.D. 1804-Feb-10 00:00:00.0000, -7.397533948202238E+08,  2.822631812208723E+08,  2.060526304249887E+08,  1.87649466E+02,  5.17581266E+02,  2.99785063E+02,
2380056.500000000, A.D. 1804-Apr-10 00:00:00.0000, -7.625808449674894E+08,  2.285270557182491E+08,  1.783097497599169E+08,  1.53342482E+02,  5.35239370E+02,  3.09405665E+02,
2380116.500000000, A.D. 1804-Jun-09 00:00:00.0000, -7.804118460171803E+08,  1.732941831006457E+08,  1.493988138820979E+08,  1.22123470E+02,  5.50086944E+02,  3.17916377E+02,
2380176.500000000, A.D. 1804-Aug-08 00:00:00.0000, -7.930820128045028E+08,  1.169158073602427E+08,  1.195001140771893E+08,  1.00564659E+02,  5.61866250E+02,  3.25159159E+02,
2380236.500000000, A.D. 1804-Oct-07 00:00:00.0000, -8.004547011349638E+08,  5.975689547984626E+07,  8.880338499717702E+07,  9.87980486E+01,  5.70329941E+02,  3.30981201E+02,
2380296.500000000, A.D. 1804-Dec-06 00:00:00.0000, -8.024229134056714E+08,  2.194881424004854E+06,  5.750725283202619E+07,  1.20120182E+02,  5.75244537E+02,  3.35236683E+02,
2380356.500000000, A.D. 1805-Feb-04 00:00:00.0000, -7.989112491505466E+08, -5.538179480492175E+07,  2.581857384372384E+07,  1.56780596E+02,  5.76394414E+02,  3.37788959E+02,
2380416.500000000, A.D. 1805-Apr-05 00:00:00.0000, -7.898778785745220E+08, -1.125753877830799E+08, -6.048356580222916E+06,  2.01348176E+02,  5.73586323E+02,  3.38513188E+02,
2380476.500000000, A.D. 1805-Jun-04 00:00:00.0000, -7.753165093284049E+08, -1.689808117995129E+08, -3.787273974942236E+07,  2.49943879E+02,  5.66654404E+02,  3.37299451E+02,
2380536.500000000, A.D. 1805-Aug-03 00:00:00.0000, -7.552583078157749E+08, -2.241878912744306E+08, -6.942836924845959E+07,  3.00568103E+02,  5.55465704E+02,  3.34056377E+02,
2380596.500000000, A.D. 1805-Oct-02 00:00:00.0000, -7.297737102829914E+08, -2.777839171295392E+08, -1.004849018812240E+08,  3.51999670E+02,  5.39926087E+02,  3.28715318E+02,
2380656.500000000, A.D. 1805-Dec-01 00:00:00.0000, -6.989740838354390E+08, -3.293565302221272E+08, -1.308093170235093E+08,  4.03343056E+02,  5.19986595E+02,  3.21235186E+02,
2380716.500000000, A.D. 1806-Jan-30 00:00:00.0000, -6.630131648326699E+08, -3.784969269258996E+08, -1.601675677293518E+08,  4.53846058E+02,  4.95650232E+02,  3.11608075E+02,
2380776.500000000, A.D. 1806-Mar-31 00:00:00.0000, -6.220882000249687E+08, -4.248033869608870E+08, -1.883264283720373E+08,  5.02823309E+02,  4.66979356E+02,  2.99865959E+02,
2380836.500000000, A.D. 1806-May-30 00:00:00.0000, -5.764407078951498E+08, -4.678851062272729E+08, -2.150555345154671E+08,  5.49624135E+02,  4.34104116E+02,  2.86088948E+02,
2380896.500000000, A.D. 1806-Jul-29 00:00:00.0000, -5.263567904620752E+08, -5.073663122519230E+08, -2.401296082145669E+08,  5.93620812E+02,  3.97233078E+02,  2.70415957E+02,
2380956.500000000, A.D. 1806-Sep-27 00:00:00.0000, -4.721669000036188E+08, -5.428906008562921E+08, -2.633308427423474E+08,  6.34207171E+02,  3.56668659E+02,  2.53059232E+02,
2381016.500000000, A.D. 1806-Nov-26 00:00:00.0000, -4.142449779657996E+08, -5.741254476716499E+08, -2.844514257811746E+08,  6.70802958E+02,  3.12833774E+02,  2.34325221E+02,
2381076.500000000, A.D. 1807-Jan-25 00:00:00.0000, -3.530069024208477E+08, -6.007668139122400E+08, -3.032961626527786E+08,  7.02861554E+02,  2.66326343E+02,  2.14645788E+02,
2381136.500000000, A.D. 1807-Mar-26 00:00:00.0000, -2.889081827419655E+08, -6.225437509991281E+08, -3.196851524090215E+08,  7.29879667E+02,  2.18049166E+02,  1.94625641E+02,
2381196.500000000, A.D. 1807-May-25 00:00:00.0000, -2.224408506753366E+08, -6.392228862237958E+08, -3.334564549215587E+08,  7.51407964E+02,  1.69569076E+02,  1.75111988E+02,
2381256.500000000, A.D. 1807-Jul-24 00:00:00.0000, -1.541295309133498E+08, -6.506126814349002E+08, -3.444686914234774E+08,  7.67061922E+02,  1.24266038E+02,  1.57283004E+02,
2381316.500000000, A.D. 1807-Sep-22 00:00:00.0000, -8.452670532917614E+07, -6.565673272029812E+08, -3.526035034671356E+08,  7.76532142E+02,  9.10610190E+01,  1.42710233E+02,
2381376.500000000, A.D. 1807-Nov-21 00:00:00.0000, -1.420720365457548E+07, -6.569901319402918E+08, -3.577677902424391E+08,  7.79593486E+02,  8.79534140E+01,  1.33248580E+02,
2381436.500000000, A.D. 1808-Jan-20 00:00:00.0000,  5.623801265322991E+07, -6.518362784762510E+08, -3.598956492419636E+08,  7.76112441E+02,  1.18001569E+02,  1.30531159E+02,
2381496.500000000, A.D. 1808-Mar-20 00:00:00.0000,  1.262086588281525E+08, -6.411148368683388E+08, -3.589499532822826E+08,  7.66052266E+02,  1.63439876E+02,  1.35157325E+02,
2381556.500000000, A.D. 1808-May-19 00:00:00.0000,  1.951023910512325E+08, -6.248899151666306E+08, -3.549234883970656E+08,  7.49475478E+02,  2.13682611E+02,  1.46314337E+02,
2381616.500000000, A.D. 1808-Jul-18 00:00:00.0000,  2.623223661729395E+08, -6.032808783110535E+08, -3.478396032384147E+08,  7.26543514E+02,  2.64672039E+02,  1.62293441E+02,
2381676.500000000, A.D. 1808-Sep-16 00:00:00.0000,  3.272849104719520E+08, -5.764615880471593E+08, -3.377523315434757E+08,  6.97513547E+02,  3.14530579E+02,  1.81276307E+02,
2381736.500000000, A.D. 1808-Nov-15 00:00:00.0000,  3.894270915580084E+08, -5.446586594577687E+08, -3.247459714944968E+08,  6.62732697E+02,  3.62144097E+02,  2.01753056E+02,
2381796.500000000, A.D. 1809-Jan-14 00:00:00.0000,  4.482139913445539E+08, -5.081487397995538E+08, -3.089341085406639E+08,  6.22630066E+02,  4.06732349E+02,  2.22586745E+02,
2381856.500000000, A.D. 1809-Mar-15 00:00:00.0000,  5.031454988483084E+08, -4.672548931745175E+08, -2.904581170141977E+08,  5.77707440E+02,  4.47702061E+02,  2.42944342E+02,
2381916.500000000, A.D. 1809-May-14 00:00:00.0000,  5.537624318989786E+08, -4.223421815948765E+08, -2.694851757666288E+08,  5.28529896E+02,  4.84590295E+02,  2.62215197E+02,
2381976.500000000, A.D. 1809-Jul-13 00:00:00.0000,  5.996518424492806E+08, -3.738125691455218E+08, -2.462058564505914E+08,  4.75718286E+02,  5.17039807E+02,  2.79949602E+02,
2382036.500000000, A.D. 1809-Sep-11 00:00:00.0000,  6.404513885365490E+08, -3.220992919762133E+08, -2.208313542989877E+08,  4.19947077E+02,  5.44786266E+02,  2.95817693E+02,
2382096.500000000, A.D. 1809-Nov-10 00:00:00.0000,  6.758527087794487E+08, -2.676608692089739E+08, -1.935904539392307E+08,  3.61954797E+02,  5.67649664E+02,  3.09582459E+02,
2382156.500000000, A.D. 1810-Jan-09 00:00:00.0000,  7.056037416095607E+08, -2.109749171124823E+08, -1.647263128511684E+08,  3.02584418E+02,  5.85526784E+02,  3.21081451E+02,
2382216.500000000, A.D. 1810-Mar-10 00:00:00.0000,  7.295100048308665E+08, -1.525319253900411E+08, -1.344931511173460E+08,  2.42902523E+02,  5.98383600E+02,  3.30213618E+02,
2382276.500000000, A.D. 1810-May-09 00:00:00.0000,  7.474348773374856E+08, -9.282915439993842E+07, -1.031529381148067E+08,  1.84559571E+02,  6.06247273E+02,  3.36929171E+02,
2382336.500000000, A.D. 1810-Jul-08 00:00:00.0000,  7.592989526810038E+08, -3.236479200958329E+07, -7.097215573048404E+07,  1.31022087E+02,  6.09197845E+02,  3.41221276E+02,
2382396.500000000, A.D. 1810-Sep-06 00:00:00.0000,  7.650785496671212E+08,  2.836752294360857E+07, -3.821870249932744E+07,  9.20034203E+01,  6.07359852E+02,  3.43118983E+02,
2382456.500000000, A.D. 1810-Nov-05 00:00:00.0000,  7.648035089032255E+08,  8.888372104868701E+07, -5.158997583493044E+06,  8.85918282E+01,  6.00894218E+02,  3.42681124E+02,
2382516.500000000, A.D. 1811-Jan-04 00:00:00.0000,  7.585543960431386E+08,  1.487137994843115E+08,  2.794467072914942E+07,  1.22405037E+02,  5.89990734E+02,  3.39991095E+02,
2382576.500000000, A.D. 1811-Mar-05 00:00:00.0000,  7.464592313655128E+08,  2.074057546000932E+08,  6.083652226370566E+07,  1.71279534E+02,  5.74861380E+02,  3.35152532E+02,
2382636.500000000, A.D. 1811-May-04 00:00:00.0000,  7.286898696770574E+08,  2.645289446509461E+08,  9.326937445434043E+07,  2.24089100E+02,  5.55734704E+02,  3.28285942E+02,
2382696.500000000, A.D. 1811-Jul-03 00:00:00.0000,  7.054581643845909E+08,  3.196768803499507E+08,  1.250064344369105E+08,  2.77124763E+02,  5.32851466E+02,  3.19526429E+02,
2382756.500000000, A.D. 1811-Sep-01 00:00:00.0000,  6.770120044228354E+08,  3.724694620907700E+08,  1.558227981713337E+08,  3.28881969E+02,  5.06461664E+02,  3.09022612E+02,
2382816.500000000, A.D. 1811-Oct-31 00:00:00.0000,  6.436313235807352E+08,  4.225547017334878E+08,  1.855066698707497E+08,  3.78580703E+02,  4.76823129E+02,  2.96936951E+02,
2382876.500000000, A.D. 1811-Dec-30 00:00:00.0000,  6.056241597625870E+08,  4.696099756353638E+08,  2.138603212287358E+08,  4.25732222E+02,  4.44201990E+02,  2.83447765E+02,
2382936.500000000, A.D. 1812-Feb-28 00:00:00.0000,  5.633228379736210E+08,  5.133428535111279E+08,  2.407008112198589E+08,  4.69987574E+02,  4.08875646E+02,  2.68753377E+02,
2382996.500000000, A.D. 1812-Apr-28 00:00:00.0000,  5.170803062118700E+08,  5.534915528974535E+08,  2.658604904241568E+08,  5.11075365E+02,  3.71139472E+02,  2.53079048E+02,
2383056.500000000, A.D. 1812-Jun-27 00:00:00.0000,  4.672666764393758E+08,  5.898250837868513E+08,  2.891873215476824E+08,  5.48772582E+02,  3.31320098E+02,  2.36687701E+02,
2383116.500000000, A.D. 1812-Aug-26 00:00:00.0000,  4.142659886623012E+08,  6.221431271182250E+08,  3.105450393134978E+08,  5.82889373E+02,  2.89801699E+02,  2.19895851E+02,
2383176.500000000, A.D. 1812-Oct-25 00:00:00.0000,  3.584732113334731E+08,  6.502756971648231E+08,  3.298131760102303E+08,  6.13260453E+02,  2.47081127E+02,  2.03096391E+02,
2383236.500000000, A.D. 1812-Dec-24 00:00:00.0000,  3.002914758014367E+08,  6.740826350509601E+08,  3.468869778729724E+08,  6.39740004E+02,  2.03894296E+02,  1.86789398E+02,
2383296.500000000, A.D. 1813-Feb-22 00:00:00.0000,  2.401295522725231E+08,  6.934529814993829E+08,  3.616772391210503E+08,  6.62198617E+02,  1.61539142E+02,  1.71618891E+02,
2383356.500000000, A.D. 1813-Apr-23 00:00:00.0000,  1.783995521472857E+08,  7.083042529137871E+08,  3.741100676034890E+08,  6.80521479E+02,  1.22786455E+02,  1.58403636E+02,
2383416.500000000, A.D. 1813-Jun-22 00:00:00.0000,  1.155148393056410E+08,  7.185816581509415E+08,  3.841266028702692E+08,  6.94607422E+02,  9.43121270E+01,  1.48128914E+02,
2383476.500000000, A.D. 1813-Aug-21 00:00:00.0000,  5.188813614578332E+07,  7.242572871020675E+08,  3.916827055317462E+08,  7.04368590E+02,  8.85191502E+01,  1.41840831E+02,
2383536.500000000, A.D. 1813-Oct-20 00:00:00.0000, -1.207019081490296E+07,  7.253292886138016E+08,  3.967486286258781E+08,  7.09730540E+02,  1.09945046E+02,  1.40401204E+02,
2383596.500000000, A.D. 1813-Dec-19 00:00:00.0000, -7.595369486510845E+07,  7.218210513109269E+08,  3.993086795417458E+08,  7.10632692E+02,  1.47438085E+02,  1.44182462E+02,
2383656.500000000, A.D. 1814-Feb-17 00:00:00.0000, -1.393612819975537E+08,  7.137804085395585E+08,  3.993608859883298E+08,  7.07029062E+02,  1.91743331E+02,  1.52922169E+02,
2383716.500000000, A.D. 1814-Apr-18 00:00:00.0000, -2.018985335850519E+08,  7.012788770690125E+08,  3.969166732954358E+08,  6.98889246E+02,  2.38830769E+02,  1.65866140E+02,
2383776.500000000, A.D. 1814-Jun-17 00:00:00.0000, -2.631789380812699E+08,  6.844109283661199E+08,  3.920005526192265E+08,  6.86199623E+02,  2.86914082E+02,  1.82062558E+02,
2383836.500000000, A.D. 1814-Aug-16 00:00:00.0000, -3.228250632367401E+08,  6.632933006954079E+08,  3.846498272060418E+08,  6.68964800E+02,  3.35036907E+02,  2.00595471E+02,
2383896.500000000, A.D. 1814-Oct-15 00:00:00.0000, -3.804696800927511E+08,  6.380643565469611E+08,  3.749143205198257E+08,  6.47209355E+02,  3.82576652E+02,  2.20686823E+02,
2383956.500000000, A.D. 1814-Dec-14 00:00:00.0000, -4.357568622743393E+08,  6.088834753123435E+08,  3.628561216540682E+08,  6.20979938E+02,  4.29059611E+02,  2.41707985E+02,
2384016.500000000, A.D. 1815-Feb-12 00:00:00.0000, -4.883430790593669E+08,  5.759304789211097E+08,  3.485493479981195E+08,  5.90347913E+02,  4.74084510E+02,  2.63154717E+02,
2384076.500000000, A.D. 1815-Apr-13 00:00:00.0000, -5.378983063565006E+08,  5.394050867599611E+08,  3.320799257277385E+08,  5.55412831E+02,  5.17287883E+02,  2.84615842E+02,
2384136.500000000, A.D. 1815-Jun-12 00:00:00.0000, -5.841071604759830E+08,  4.995263915784593E+08,  3.135453832305386E+08,  5.16307319E+02,  5.58327310E+02,  3.05746657E+02,
2384196.500000000, A.D. 1815-Aug-11 00:00:00.0000, -6.266700769395959E+08,  4.565323356657807E+08,  2.930546473676491E+08,  4.73204467E+02,  5.96873057E+02,  3.26249181E+02,
2384256.500000000, A.D. 1815-Oct-10 00:00:00.0000, -6.653045491720402E+08,  4.106791844518853E+08,  2.707278429929802E+08,  4.26330103E+02,  6.32604045E+02,  3.45858360E+02,
2384316.500000000, A.D. 1815-Dec-09 00:00:00.0000, -6.997464358110639E+08,  3.622409786633516E+08,  2.466960856333673E+08,  3.75985337E+02,  6.65206219E+02,  3.64332739E+02,
2384376.500000000, A.D. 1816-Feb-07 00:00:00.0000, -7.297513411248288E+08,  3.115089459756132E+08,  2.211012566704214E+08,  3.22592804E+02,  6.94372412E+02,  3.81448356E+02,
2384436.500000000, A.D. 1816-Apr-07 00:00:00.0000, -7.550960841151379E+08,  2.587908503980037E+08,  1.940957511342526E+08,  2.66804272E+02,  7.19803249E+02,  3.96994941E+02,
2384496.500000000, A.D. 1816-Jun-06 00:00:00.0000, -7.755802580356700E+08,  2.044102659373948E+08,  1.658421907360855E+08,  2.09791557E+02,  7.41208827E+02,  4.10773763E+02,
2384556.500000000, A.D. 1816-Aug-05 00:00:00.0000, -7.910278735164530E+08,  1.487057450890589E+08,  1.365130847257957E+08,  1.54186259E+02,  7.58311055E+02,  4.22596708E+02,
2384616.500000000, A.D. 1816-Oct-04 00:00:00.0000, -8.012890865950947E+08,  9.202985606013918E+07,  1.062904252578429E+08,  1.07617121E+02,  7.70846579E+02,  4.32286311E+02,
2384676.500000000, A.D. 1816-Dec-03 00:00:00.0000, -8.062420090921316E+08,  3.474806670889198E+07,  7.536520525101623E+07,  9.16499250E+01,  7.78570286E+02,  4.39676579E+02,
2384736.500000000, A.D. 1817-Feb-01 00:00:00.0000, -8.057945754789865E+08, -2.276255085223460E+07,  4.393684165628739E+07,  1.22464058E+02,  7.81259325E+02,  4.44614454E+02,
2384796.500000000, A.D. 1817-Apr-02 00:00:00.0000, -7.998864510702459E+08, -8.011482842585155E+07,  1.221248561644850E+07,  1.78628168E+02,  7.78717634E+02,  4.46961876E+02,
2384856.500000000, A.D. 1817-Jun-01 00:00:00.0000, -7.884909586038796E+08, -1.369132468957355E+08, -1.959379500216177E+07,  2.43699070E+02,  7.70780970E+02,  4.46598391E+02,
2384916.500000000, A.D. 1817-Jul-31 00:00:00.0000, -7.716169907934198E+08, -1.927559400318959E+08, -5.126197564324412E+07,  3.12070483E+02,  7.57322378E+02,  4.43424291E+02,
2384976.500000000, A.D. 1817-Sep-29 00:00:00.0000, -7.493108512428695E+08, -2.472369810458266E+08, -8.256719483030866E+07,  3.81459757E+02,  7.38258036E+02,  4.37364260E+02,
2385036.500000000, A.D. 1817-Nov-28 00:00:00.0000, -7.216579916184891E+08, -2.999489770218103E+08, -1.132810485076012E+08,  4.50564001E+02,  7.13553446E+02,  4.28371573E+02,
2385096.500000000, A.D. 1818-Jan-27 00:00:00.0000, -6.887845795365417E+08, -3.504859734200343E+08, -1.431730660137434E+08,  5.18418492E+02,  6.83229907E+02,  4.16432911E+02,
2385156.500000000, A.D. 1818-Mar-28 00:00:00.0000, -6.508588287099850E+08, -3.984466776751717E+08, -1.720123771232194E+08,  5.84191845E+02,  6.47371253E+02,  4.01573915E+02,
2385216.500000000, A.D. 1818-May-27 00:00:00.0000, -6.080920144017916E+08, -4.434379957918330E+08, -1.995695715482019E+08,  6.47112512E+02,  6.06130948E+02,  3.83865751E+02,
2385276.500000000, A.D. 1818-Jul-26 00:00:00.0000, -5.607391095231681E+08, -4.850788712251433E+08, -2.256187499933433E+08,  7.06442315E+02,  5.59739935E+02,  3.63433238E+02,
2385336.500000000, A.D. 1818-Sep-24 00:00:00.0000, -5.090989475352233E+08, -5.230043791178980E+08, -2.499397485640933E+08,  7.61469558E+02,  5.08516213E+02,  3.40465495E+02,
2385396.500000000, A.D. 1818-Nov-23 00:00:00.0000, -4.535138288487467E+08, -5.568700430596403E+08, -2.723205228566300E+08,  8.11511549E+02,  4.52878587E+02,  3.15230970E+02,
2385456.500000000, A.D. 1819-Jan-22 00:00:00.0000, -3.943685013709158E+08, -5.863563072191383E+08, -2.925596607806037E+08,  8.55922126E+02,  3.93370901E+02,  2.88100365E+02,
2385516.500000000, A.D. 1819-Mar-23 00:00:00.0000, -3.320884445235637E+08, -6.111730818565812E+08, -3.104689848706623E+08,  8.94101991E+02,  3.30713743E+02,  2.59584045E+02,
2385576.500000000, A.D. 1819-May-22 00:00:00.0000, -2.671373911921670E+08, -6.310642579955139E+08, -3.258761907020667E+08,  9.25510550E+02,  2.65935259E+02,  2.30396251E+02,
2385636.500000000, A.D. 1819-Jul-21 00:00:00.0000, -2.000140538092909E+08, -6.458120937070730E+08, -3.386274706724382E+08,  9.49678366E+02,  2.00765830E+02,  2.01567457E+02,
2385696.500000000, A.D. 1819-Sep-19 00:00:00.0000, -1.312480462538008E+08, -6.552413407827649E+08, -3.485900530989537E+08,  9.66219384E+02,  1.39104197E+02,  1.74633276E+02,
2385756.500000000, A.D. 1819-Nov-18 00:00:00.0000, -6.139500880805959E+07, -6.592229746224152E+08, -3.556545803341649E+08,  9.74842192E+02,  9.33231269E+01,  1.51892725E+02,
2385816.500000000, A.D. 1820-Jan-17 00:00:00.0000,  8.969023976779684E+06, -6.576773990446197E+08, -3.597372524696866E+08,  9.75359649E+02,  9.39438595E+01,  1.36505232E+02,
2385876.500000000, A.D. 1820-Mar-17 00:00:00.0000,  7.925392421954833E+07, -6.505770063756467E+08, -3.607816669282592E+08,  9.67696290E+02,  1.40317709E+02,  1.31684351E+02,
2385936.500000000, A.D. 1820-May-16 00:00:00.0000,  1.488623309431561E+08, -6.379479598166314E+08, -3.587602722322907E+08,  9.51892930E+02,  2.02067706E+02,  1.38622968E+02,
2385996.500000000, A.D. 1820-Jul-15 00:00:00.0000,  2.171969314355390E+08, -6.198711094469727E+08, -3.536753779138377E+08,  9.28108140E+02,  2.67099392E+02,  1.55395171E+02,
2386056.500000000, A.D. 1820-Sep-13 00:00:00.0000,  2.836679949726716E+08, -5.964819715659362E+08, -3.455596709037767E+08,  8.96616370E+02,  3.31530488E+02,  1.78579724E+02,
2386116.500000000, A.D. 1820-Nov-12 00:00:00.0000,  3.477009627312759E+08, -5.679697382957627E+08, -3.344762072393599E+08,  8.57802802E+02,  3.93575012E+02,  2.05140854E+02,
2386176.500000000, A.D. 1821-Jan-11 00:00:00.0000,  4.087438966806470E+08, -5.345752936913970E+08, -3.205178498206260E+08,  8.12155086E+02,  4.52127756E+02,  2.32941741E+02,
2386236.500000000, A.D. 1821-Mar-12 00:00:00.0000,  4.662745990351127E+08, -4.965882921941123E+08, -3.038061720533761E+08,  7.60252589E+02,  5.06386461E+02,  2.60560226E+02,
2386296.500000000, A.D. 1821-May-11 00:00:00.0000,  5.198071987769818E+08, -4.543433625526669E+08, -2.844898469066305E+08,  7.02753974E+02,  5.55730393E+02,  2.87036131E+02,
2386356.500000000, A.D. 1821-Jul-10 00:00:00.0000,  5.688980385321305E+08, -4.082155402034583E+08, -2.627425652758634E+08,  6.40384353E+02,  5.99675423E+02,  3.11701116E+02,
2386416.500000000, A.D. 1821-Sep-08 00:00:00.0000,  6.131507201817449E+08, -3.586150527638264E+08, -2.387605418148577E+08,  5.73923881E+02,  6.37854816E+02,  3.34079969E+02,
2386476.500000000, A.D. 1821-Nov-07 00:00:00.0000,  6.522202146722705E+08, -3.059816249583505E+08, -2.127596940690005E+08,  5.04201127E+02,  6.70008877E+02,  3.53834539E+02,
2386536.500000000, A.D. 1822-Jan-06 00:00:00.0000,  6.858159474477563E+08, -2.507784596631109E+08, -1.849725722007110E+08,  4.32097805E+02,  6.95977081E+02,  3.70730739E+02,
2386596.500000000, A.D. 1822-Mar-07 00:00:00.0000,  7.137038447204069E+08, -1.934860564999058E+08, -1.556451270164719E+08,  3.58580821E+02,  7.15690338E+02,  3.84617750E+02,
2386656.500000000, A.D. 1822-May-06 00:00:00.0000,  7.357073543959825E+08, -1.345960351865503E+08, -1.250334096235558E+08,  2.84808076E+02,  7.29162565E+02,  3.95413651E+02,
2386716.500000000, A.D. 1822-Jul-05 00:00:00.0000,  7.517074872007388E+08, -7.460511636345604E+07, -9.340028825235429E+07,  2.12471648E+02,  7.36481445E+02,  4.03094478E+02,
2386776.500000000, A.D. 1822-Sep-03 00:00:00.0000,  7.616419446413528E+08, -1.400938229753379E+07, -6.101225362141483E+07,  1.45097932E+02,  7.37798567E+02,  4.07685204E+02,
2386836.500000000, A.D. 1822-Nov-02 00:00:00.0000,  7.655034490897471E+08,  4.670107363673015E+07, -2.813638137439108E+07,  9.39031860E+01,  7.33319360E+02,  4.09251926E+02,
2386896.500000000, A.D. 1823-Jan-01 00:00:00.0000,  7.633373881746471E+08,  1.070470224802997E+08,  4.962493847545342E+06,  8.96749598E+01,  7.23293185E+02,  4.07894969E+02,
2386956.500000000, A.D. 1823-Mar-02 00:00:00.0000,  7.552388906539150E+08,  1.665644404522656E+08,  3.802435309294719E+07,  1.34202570E+02,  7.08003967E+02,  4.03742803E+02,
