            JDTDB             Calendar Date (TDB),                      X,                      Y,                      Z,             X_s,             Y_s,             Z_s,
2379696.500000000, A.D. 1803-Apr-16 00:00:00.0000, -5.994291606746418E+07, -7.050258562386460E+08, -3.452073021249299E+08,  4.90301389E+02,  8.79269782E+01,  1.46728838E+02,
2379756.500000000, A.D. 1803-Jun-15 00:00:00.0000,  6.741905935401126E+06, -7.098302232154264E+08, -3.409203383371500E+08,  4.94547907E+02,  8.77735514E+01,  1.52381099E+02,
2379816.500000000, A.D. 1803-Aug-14 00:00:00.0000,  7.338512236691369E+07, -7.094553093435576E+08, -3.341461777144481E+08,  4.95235420E+02,  1.00288658E+02,  1.58957959E+02,
2379876.500000000, A.D. 1803-Oct-13 00:00:00.0000,  1.395008305889236E+08, -7.039056331644368E+08, -3.249350883949162E+08,  4.92299047E+02,  1.22006828E+02,  1.66272741E+02,
2379936.500000000, A.D. 1803-Dec-12 00:00:00.0000,  2.046071542289178E+08, -6.932224821098691E+08, -3.133546226139283E+08,  4.85714318E+02,  1.48964199E+02,  1.74113924E+02,
2379996.500000000, A.D. 1804-Feb-10 00:00:00.0000,  2.682294911806287E+08, -6.774836105063781E+08, -2.994891502873690E+08,  4.75497973E+02,  1.78550326E+02,  1.82260013E+02,
2380056.500000000, A.D. 1804-Apr-10 00:00:00.0000,  3.299037161484531E+08, -6.568027273431596E+08, -2.834392955897039E+08,  4.61708305E+02,  2.09213810E+02,  1.90490902E+02,
2380116.500000000, A.D. 1804-Jun-09 00:00:00.0000,  3.891793225331854E+08, -6.313287599435771E+08, -2.653212715912174E+08,  4.44445119E+02,  2.39974074E+02,  1.98595783E+02,
2380176.500000000, A.D. 1804-Aug-08 00:00:00.0000,  4.456224934658070E+08, -6.012449016969243E+08, -2.452661182828513E+08,  4.23849417E+02,  2.70145187E+02,  2.06378287E+02,
2380236.500000000, A.D. 1804-Oct-07 00:00:00.0000,  4.988190905705859E+08, -5.667674478837261E+08, -2.234188473744909E+08,  4.00103018E+02,  2.99202349E+02,  2.13659660E+02,
2380296.500000000, A.D. 1804-Dec-06 00:00:00.0000,  5.483775359217613E+08, -5.281444272816705E+08, -1.999374983943544E+08,  3.73428426E+02,  3.26718057E+02,  2.20280653E+02,
2380356.500000000, A.D. 1805-Feb-04 00:00:00.0000,  5.939315732481583E+08, -4.856540149660817E+08, -1.749921024512443E+08,  3.44089503E+02,  3.52330975E+02,  2.26102620E+02,
2380416.500000000, A.D. 1805-Apr-05 00:00:00.0000,  6.351429016574597E+08, -4.396027489102539E+08, -1.487635640781516E+08,  3.12394031E+02,  3.75730514E+02,  2.31008165E+02,
2380476.500000000, A.D. 1805-Jun-04 00:00:00.0000,  6.717036553657781E+08, -3.903235478059891E+08, -1.214424625751522E+08,  2.78700334E+02,  3.96649192E+02,  2.34901525E+02,
2380536.500000000, A.D. 1805-Aug-03 00:00:00.0000,  7.033387123051666E+08, -3.381735363245395E+08, -9.322777747912611E+07,  2.43432753E+02,  4.14858960E+02,  2.37708804E+02,
2380596.500000000, A.D. 1805-Oct-02 00:00:00.0000,  7.298078170895507E+08, -2.835316790302710E+08, -6.432554129538392E+07,  2.07117332E+02,  4.30169570E+02,  2.39378109E+02,
2380656.500000000, A.D. 1805-Dec-01 00:00:00.0000,  7.509075071336975E+08, -2.267962448810801E+08, -3.494742931522597E+07,  1.70467796E+02,  4.42427955E+02,  2.39879622E+02,
2380716.500000000, A.D. 1806-Jan-30 00:00:00.0000,  7.664728074691948E+08, -1.683821030817413E+08, -5.309291554397637E+06,  1.34609196E+02,  4.51518041E+02,  2.39205615E+02,
2380776.500000000, A.D. 1806-Mar-31 00:00:00.0000,  7.763786871034799E+08, -1.087178613053885E+08,  2.437036716932737E+07,  1.01711178E+02,  4.57360670E+02,  2.37370410E+02,
2380836.500000000, A.D. 1806-May-30 00:00:00.0000,  7.805412624965490E+08, -4.824286429108296E+07,  5.387194944434401E+07,  7.67175956E+01,  4.59913451E+02,  2.34410289E+02,
2380896.500000000, A.D. 1806-Jul-29 00:00:00.0000,  7.789187250833228E+08,  1.259592696085526E+07,  8.297635805330297E+07,  6.90688446E+01,  4.59170412E+02,  2.30383365E+02,
2380956.500000000, A.D. 1806-Sep-27 00:00:00.0000,  7.715119714295279E+08,  7.334716623635566E+07,  1.114666115654888E+08,  8.31309394E+01,  4.55161379E+02,  2.25369387E+02,
2381016.500000000, A.D. 1806-Nov-26 00:00:00.0000,  7.583649334136461E+08,  1.335584391022350E+08,  1.391294719291649E+08,  1.10020375E+02,  4.47951057E+02,  2.19469507E+02,
2381076.500000000, A.D. 1807-Jan-25 00:00:00.0000,  7.395645930920533E+08,  1.927796406097316E+08,  1.657570703714756E+08,  1.41589351E+02,  4.37637817E+02,  2.12805974E+02,
2381136.500000000, A.D. 1807-Mar-26 00:00:00.0000,  7.152406611317825E+08,  2.505663872789656E+08,  1.911485158917021E+08,  1.74205853E+02,  4.24352187E+02,  2.05521704E+02,
2381196.500000000, A.D. 1807-May-25 00:00:00.0000,  6.855649187908630E+08,  3.064834463699316E+08,  2.151114789405566E+08,  2.06256725E+02,  4.08255105E+02,  1.97779638E+02,
2381256.500000000, A.D. 1807-Jul-24 00:00:00.0000,  6.507502240342575E+08,  3.601081427398775E+08,  2.374637315721071E+08,  2.36887683E+02,  3.89536046E+02,  1.89761714E+02,
2381316.500000000, A.D. 1807-Sep-22 00:00:00.0000,  6.110491670183811E+08,  4.110337167142103E+08,  2.580346288506768E+08,  2.65565505E+02,  3.68411172E+02,  1.81667128E+02,
2381376.500000000, A.D. 1807-Nov-21 00:00:00.0000,  5.667523816358413E+08,  4.588726013543789E+08,  2.766665173639520E+08,  2.91918381E+02,  3.45121763E+02,  1.73709410E+02,
2381436.500000000, A.D. 1808-Jan-20 00:00:00.0000,  5.181865219717790E+08,  5.032595933254279E+08,  2.932160601920564E+08,  3.15671354E+02,  3.19933409E+02,  1.66111638E+02,
2381496.500000000, A.D. 1808-Mar-20 00:00:00.0000,  4.657119164770886E+08,  5.438548726401505E+08,  3.075554568622574E+08,  3.36617442E+02,  2.93136743E+02,  1.59099000E+02,
2381556.500000000, A.D. 1808-May-19 00:00:00.0000,  4.097198980915253E+08,  5.803468455436597E+08,  3.195735458777857E+08,  3.54603369E+02,  2.65051157E+02,  1.52887992E+02,
2381616.500000000, A.D. 1808-Jul-18 00:00:00.0000,  3.506298465404743E+08,  6.124547833521900E+08,  3.291767813388880E+08,  3.69521624E+02,  2.36034317E+02,  1.47672153E+02,
2381676.500000000, A.D. 1808-Sep-16 00:00:00.0000,  2.888859595475749E+08,  6.399312219876320E+08,  3.362900677722005E+08,  3.81305297E+02,  2.06503190E+02,  1.43605464E+02,
2381736.500000000, A.D. 1808-Nov-15 00:00:00.0000,  2.249537792736465E+08,  6.625640895393010E+08,  3.408574392428499E+08,  3.89924040E+02,  1.76978964E+02,  1.40786165E+02,
2381796.500000000, A.D. 1809-Jan-14 00:00:00.0000,  1.593164987761928E+08,  6.801785434787334E+08,  3.428425778043475E+08,  3.95380397E+02,  1.48183765E+02,  1.39245126E+02,
2381856.500000000, A.D. 1809-Mar-15 00:00:00.0000,  9.247109573499733E+07,  6.926384974925193E+08,  3.422291657310383E+08,  3.97706155E+02,  1.21251653E+02,  1.38942684E+02,
2381916.500000000, A.D. 1809-May-14 00:00:00.0000,  2.492432347161647E+07,  6.998478074858637E+08,  3.390210593438418E+08,  3.96958544E+02,  9.81658691E+01,  1.39775720E+02,
2381976.500000000, A.D. 1809-Jul-13 00:00:00.0000, -4.281140333207922E+07,  7.017511074455082E+08,  3.332422842351977E+08,  3.93216317E+02,  8.23794995E+01,  1.41593317E+02,
2382036.500000000, A.D. 1809-Sep-11 00:00:00.0000, -1.102221830259145E+08,  6.983342909585556E+08,  3.249368547222586E+08,  3.86575784E+02,  7.82335168E+01,  1.44216737E+02,
2382096.500000000, A.D. 1809-Nov-10 00:00:00.0000, -1.767968137000141E+08,  6.896246227024785E+08,  3.141684133516057E+08,  3.77146949E+02,  8.69401684E+01,  1.47458844E+02,
2382156.500000000, A.D. 1810-Jan-09 00:00:00.0000, -2.420309577907078E+08,  6.756904784144410E+08,  3.010196944530799E+08,  3.65049945E+02,  1.04774865E+02,  1.51139494E+02,
2382216.500000000, A.D. 1810-Mar-10 00:00:00.0000, -3.054312385089397E+08,  6.566407222566345E+08,  2.855918201791373E+08,  3.50412020E+02,  1.27353663E+02,  1.55095484E+02,
2382276.500000000, A.D. 1810-May-09 00:00:00.0000, -3.665192243524401E+08,  6.326237320868442E+08,  2.680034381210065E+08,  3.33365370E+02,  1.51964113E+02,  1.59185325E+02,
2382336.500000000, A.D. 1810-Jul-08 00:00:00.0000, -4.248352570504082E+08,  6.038260709531581E+08,  2.483897039354760E+08,  3.14046174E+02,  1.77162487E+02,  1.63289987E+02,
2382396.500000000, A.D. 1810-Sep-06 00:00:00.0000, -4.799420996975741E+08,  5.704708342646950E+08,  2.269011266828906E+08,  2.92595338E+02,  2.02152422E+02,  1.67310972E+02,
2382456.500000000, A.D. 1810-Nov-05 00:00:00.0000, -5.314283565761905E+08,  5.328156938334778E+08,  2.037022901285805E+08,  2.69161783E+02,  2.26450942E+02,  1.71166896E+02,
2382516.500000000, A.D. 1811-Jan-04 00:00:00.0000, -5.789116378166598E+08,  4.911506562352015E+08,  1.789704619601105E+08,  2.43909751E+02,  2.49731626E+02,  1.74789469E+02,
2382576.500000000, A.D. 1811-Mar-05 00:00:00.0000, -6.220414391854351E+08,  4.457955615614605E+08,  1.528941065102480E+08,  2.17033281E+02,  2.71749494E+02,  1.78119529E+02,
2382636.500000000, A.D. 1811-May-04 00:00:00.0000, -6.605017263003867E+08,  3.970973593081372E+08,  1.256713195833588E+08,  1.88785139E+02,  2.92303000E+02,  1.81103557E+02,
2382696.500000000, A.D. 1811-Jul-03 00:00:00.0000, -6.940131864574553E+08,  3.454271914047763E+08,  9.750820268501540E+07,  1.59538885E+02,  3.11213799E+02,  1.83690954E+02,
2382756.500000000, A.D. 1811-Sep-01 00:00:00.0000, -7.223351446433849E+08,  2.911773048562412E+08,  6.861718934929156E+07,  1.29936879E+02,  3.28315749E+02,  1.85832240E+02,
2382816.500000000, A.D. 1811-Oct-31 00:00:00.0000, -7.452671363784413E+08,  2.347578385565431E+08,  3.921534446074297E+07,  1.01288100E+02,  3.43449157E+02,  1.87478254E+02,
2382876.500000000, A.D. 1811-Dec-30 00:00:00.0000, -7.626501301397339E+08,  1.765935148311489E+08,  9.522651945996230E+06,  7.67126131E+01,  3.56458294E+02,  1.88580360E+02,
2382936.500000000, A.D. 1812-Feb-28 00:00:00.0000, -7.743673896311166E+08,  1.171202650101598E+08, -2.023969322176755E+07,  6.35283116E+01,  3.67191095E+02,  1.89091589E+02,
2382996.500000000, A.D. 1812-Apr-28 00:00:00.0000, -7.803449917251767E+08,  5.678181830367404E+07, -4.985097650559542E+07,  7.03501048E+01,  3.75500416E+02,  1.88968653E+02,
2383056.500000000, A.D. 1812-Jun-27 00:00:00.0000, -7.805520048825743E+08, -3.973707308059059E+06, -7.909262136702566E+07,  9.38737137E+01,  3.81246419E+02,  1.88174700E+02,
2383116.500000000, A.D. 1812-Aug-26 00:00:00.0000, -7.750003289739006E+08, -6.469718830303290E+07, -1.077498006774203E+08,  1.25509527E+02,  3.84299743E+02,  1.86682718E+02,
2383176.500000000, A.D. 1812-Oct-25 00:00:00.0000, -7.637442122553120E+08, -1.249418305429327E+08, -1.356129923444918E+08,  1.60706357E+02,  3.84545222E+02,  1.84479485E+02,
2383236.500000000, A.D. 1812-Dec-24 00:00:00.0000, -7.468794714841169E+08, -1.842664266249170E+08, -1.624794691859280E+08,  1.97507209E+02,  3.81885938E+02,  1.81570018E+02,
2383296.500000000, A.D. 1813-Feb-22 00:00:00.0000, -7.245424175832766E+08, -2.422385108439287E+08, -1.881547100825141E+08,  2.34916905E+02,  3.76247445E+02,  1.77982480E+02,
2383356.500000000, A.D. 1813-Apr-23 00:00:00.0000, -6.969085089449940E+08, -2.984373979277139E+08, -2.124537282843194E+08,  2.72299985E+02,  3.67582076E+02,  1.73773541E+02,
2383416.500000000, A.D. 1813-Jun-22 00:00:00.0000, -6.641907529149852E+08, -3.524570873752152E+08, -2.352023100451345E+08,  3.09168526E+02,  3.55873319E+02,  1.69034156E+02,
2383476.500000000, A.D. 1813-Aug-21 00:00:00.0000, -6.266378815060924E+08, -4.039090150208189E+08, -2.562381580413810E+08,  3.45101148E+02,  3.41140387E+02,  1.63895627E+02,
2383536.500000000, A.D. 1813-Oct-20 00:00:00.0000, -5.845323038253262E+08, -4.524246368871303E+08, -2.754119309686326E+08,  3.79710175E+02,  3.23443294E+02,  1.58535518E+02,
2383596.500000000, A.D. 1813-Dec-19 00:00:00.0000, -5.381878719598135E+08, -4.976578450026039E+08, -2.925881848928042E+08,  4.12628465E+02,  3.02889159E+02,  1.53182435E+02,
2383656.500000000, A.D. 1814-Feb-17 00:00:00.0000, -4.879474758229536E+08, -5.392871952274339E+08, -3.076462069327978E+08,  4.43505057E+02,  2.79641185E+02,  1.48117715E+02,
2383716.500000000, A.D. 1814-Apr-18 00:00:00.0000, -4.341804842864330E+08, -5.770179429962415E+08, -3.204807413356503E+08,  4.72005066E+02,  2.53933303E+02,  1.43670766E+02,
2383776.500000000, A.D. 1814-Jun-17 00:00:00.0000, -3.772800469003160E+08, -6.105838800197827E+08, -3.310026058175440E+08,  4.97811706E+02,  2.26096984E+02,  1.40203616E+02,
2383836.500000000, A.D. 1814-Aug-16 00:00:00.0000, -3.176602856499844E+08, -6.397489768669915E+08, -3.391392046298610E+08,  5.20629370E+02,  1.96615131E+02,  1.38080760E+02,
2383896.500000000, A.D. 1814-Oct-15 00:00:00.0000, -2.557533885434688E+08, -6.643088116731784E+08, -3.448349280103061E+08,  5.40187133E+02,  1.66239688E+02,  1.37624346E+02,
2383956.500000000, A.D. 1814-Dec-14 00:00:00.0000, -1.920066165221992E+08, -6.840917928307551E+08, -3.480514443713340E+08,  5.56242359E+02,  1.36266815E+02,  1.39062922E+02,
2384016.500000000, A.D. 1815-Feb-12 00:00:00.0000, -1.268792466676923E+08, -6.989601747486992E+08, -3.487678870508502E+08,  5.68584166E+02,  1.09194676E+02,  1.42490064E+02,
2384076.500000000, A.D. 1815-Apr-13 00:00:00.0000, -6.083946908486412E+07, -7.088108644435942E+08, -3.469809357795303E+08,  5.77036601E+02,  8.99957988E+01,  1.47849311E+02,
2384136.500000000, A.D. 1815-Jun-12 00:00:00.0000,  5.638753845450019E+06, -7.135760097609398E+08, -3.427047890958611E+08,  5.81461415E+02,  8.60751816E+01,  1.54950619E+02,
2384196.500000000, A.D. 1815-Aug-11 00:00:00.0000,  7.207885072595073E+07, -7.132233812280459E+08, -3.359710359059513E+08,  5.81760385E+02,  1.00319789E+02,  1.63508808E+02,
2384256.500000000, A.D. 1815-Oct-10 00:00:00.0000,  1.380048079974843E+08, -7.077565433605433E+08, -3.268284252995482E+08,  5.77877144E+02,  1.27133614E+02,  1.73187561E+02,
2384316.500000000, A.D. 1815-Dec-09 00:00:00.0000,  2.029443271494631E+08, -6.972148099820822E+08, -3.153425330074527E+08,  5.69798479E+02,  1.60260514E+02,  1.83636171E+02,
2384376.500000000, A.D. 1816-Feb-07 00:00:00.0000,  2.664319658797787E+08, -6.816729858993573E+08, -3.015953274534266E+08,  5.57555121E+02,  1.96163469E+02,  1.94514188E+02,
2384436.500000000, A.D. 1816-Apr-07 00:00:00.0000,  3.280122417926958E+08, -6.612409059231212E+08, -2.856846417239054E+08,  5.41222066E+02,  2.32994978E+02,  2.05505036E+02,
2384496.500000000, A.D. 1816-Jun-06 00:00:00.0000,  3.872426833189043E+08, -6.360627571715724E+08, -2.677235462081206E+08,  5.20918448E+02,  2.69671981E+02,  2.16322000E+02,
2384556.500000000, A.D. 1816-Aug-05 00:00:00.0000,  4.436968173799316E+08, -6.063161912963759E+08, -2.478396263639860E+08,  4.96807097E+02,  3.05461850E+02,  2.26709807E+02,
2384616.500000000, A.D. 1816-Oct-04 00:00:00.0000,  4.969670813784948E+08, -5.722112280849344E+08, -2.261741678408672E+08,  4.69093911E+02,  3.39809393E+02,  2.36444129E+02,
2384676.500000000, A.D. 1816-Dec-03 00:00:00.0000,  5.466676363852185E+08, -5.339889582351141E+08, -2.028812533711193E+08,  4.38027361E+02,  3.72261784E+02,  2.45330306E+02,
2384736.500000000, A.D. 1817-Feb-01 00:00:00.0000,  5.924370657825279E+08, -4.919200298680764E+08, -1.781267671861840E+08,  4.03898553E+02,  4.02434418E+02,  2.53201978E+02,
2384796.500000000, A.D. 1817-Apr-02 00:00:00.0000,  6.339409531547732E+08, -4.463029393222331E+08, -1.520873165698961E+08,  3.67042811E+02,  4.29994942E+02,  2.59919909E+02,
2384856.500000000, A.D. 1817-Jun-01 00:00:00.0000,  6.708743126383009E+08, -3.974621236917226E+08, -1.249490721209422E+08,  3.27844623E+02,  4.54655795E+02,  2.65371059E+02,
2384916.500000000, A.D. 1817-Jul-31 00:00:00.0000,  7.029638551492740E+08, -3.457458615152413E+08, -9.690653147835009E+07,  2.86749983E+02,  4.76170899E+02,  2.69467892E+02,
2384976.500000000, A.D. 1817-Sep-29 00:00:00.0000,  7.299700749277196E+08, -2.915239835332713E+08, -6.816121033009566E+07,  2.44295849E+02,  4.94334369E+02,  2.72147850E+02,
2385036.500000000, A.D. 1817-Nov-28 00:00:00.0000,  7.516891452167181E+08, -2.351854149322998E+08, -3.892027108526897E+07,  2.01182610E+02,  5.08980189E+02,  2.73372951E+02,
2385096.500000000, A.D. 1818-Jan-27 00:00:00.0000,  7.679545893017111E+08, -1.771355521058893E+08, -9.395095566074172E+06,  1.58467491E+02,  5.19982212E+02,  2.73129441E+02,
2385156.500000000, A.D. 1818-Mar-28 00:00:00.0000,  7.786387189630781E+08, -1.177934865858751E+08,  2.020019139524936E+07,  1.18144208E+02,  5.27254203E+02,  2.71427479E+02,
2385216.500000000, A.D. 1818-May-27 00:00:00.0000,  7.836538260068324E+08, -5.758909539215307E+07,  4.965023739766031E+07,  8.50164399E+01,  5.30749731E+02,  2.68300847E+02,
2385276.500000000, A.D. 1818-Jul-26 00:00:00.0000,  7.829531045279051E+08,  3.039981568488175E+06,  7.874000526793557E+07,  7.05785700E+01,  5.30461797E+02,  2.63806687E+02,
2385336.500000000, A.D. 1818-Sep-24 00:00:00.0000,  7.765312832658528E+08,  6.365146716861162E+07,  1.072563355190472E+08,  8.44105438E+01,  5.26422135E+02,  2.58025271E+02,
2385396.500000000, A.D. 1818-Nov-23 00:00:00.0000,  7.644249664196923E+08,  1.238016517621170E+08,  1.349895183543908E+08,  1.15840258E+02,  5.18700187E+02,  2.51059849E+02,
2385456.500000000, A.D. 1819-Jan-22 00:00:00.0000,  7.467126697975993E+08,  1.830486529425210E+08,  1.617348626620034E+08,  1.53258767E+02,  5.07401742E+02,  2.43036605E+02,
2385516.500000000, A.D. 1819-Mar-23 00:00:00.0000,  7.235145334607960E+08,  2.409557048673195E+08,  1.872942469806620E+08,  1.91940845E+02,  4.92667253E+02,  2.34104770E+02,
2385576.500000000, A.D. 1819-May-22 00:00:00.0000,  6.949917114558287E+08,  2.970944620156090E+08,  2.114776458055659E+08,  2.29979025E+02,  4.74669896E+02,  2.24436909E+02,
2385636.500000000, A.D. 1819-Jul-21 00:00:00.0000,  6.613454424917824E+08,  3.510482800617442E+08,  2.341046143998188E+08,  2.66412792E+02,  4.53613459E+02,  2.14229399E+02,
2385696.500000000, A.D. 1819-Sep-19 00:00:00.0000,  6.228157884428051E+08,  4.024154492428421E+08,  2.550057179806295E+08,  3.00652478E+02,  4.29730208E+02,  2.03702984E+02,
2385756.500000000, A.D. 1819-Nov-18 00:00:00.0000,  5.796800479538965E+08,  4.508123508549412E+08,  2.740238919425117E+08,  3.32285750E+02,  4.03278946E+02,  1.93103123E+02,
2385816.500000000, A.D. 1820-Jan-17 00:00:00.0000,  5.322508528459451E+08,  4.958765132980816E+08,  2.910157231398745E+08,  3.61003521E+02,  3.74543659E+02,  1.82699515E+02,
2385876.500000000, A.D. 1820-Mar-17 00:00:00.0000,  4.808739608765683E+08,  5.372695272363769E+08,  3.058526333507601E+08,  3.86568104E+02,  3.43833432E+02,  1.72783669E+02,
2385936.500000000, A.D. 1820-May-16 00:00:00.0000,  4.259257426810278E+08,  5.746797959953775E+08,  3.184219531759755E+08,  4.08797997E+02,  3.11484796E+02,  1.63662686E+02,
2385996.500000000, A.D. 1820-Jul-15 00:00:00.0000,  3.678103968425851E+08,  6.078250966591127E+08,  3.286278787105349E+08,  4.27559723E+02,  2.77868894E+02,  1.55646889E+02,
2386056.500000000, A.D. 1820-Sep-13 00:00:00.0000,  3.069569075288703E+08,  6.364549193572668E+08,  3.363922962377953E+08,  4.42762719E+02,  2.43408306E+02,  1.49029118E+02,
2386116.500000000, A.D. 1820-Nov-12 00:00:00.0000,  2.438157688838528E+08,  6.603525554283743E+08,  3.416554626970731E+08,  4.54355512E+02,  2.08614357E+02,  1.44055519E+02,
2386176.500000000, A.D. 1821-Jan-11 00:00:00.0000,  1.788554984881754E+08,  6.793369172648977E+08,  3.443765370389152E+08,  4.62322342E+02,  1.74170740E+02,  1.40892004E+02,
2386236.500000000, A.D. 1821-Mar-12 00:00:00.0000,  1.125589827708705E+08,  6.932640710745423E+08,  3.445339570112547E+08,  4.66679854E+02,  1.41128667E+02,  1.39595805E+02,
2386296.500000000, A.D. 1821-May-11 00:00:00.0000,  4.541968069748482E+07,  7.020284535577189E+08,  3.421256495567594E+08,  4.67473679E+02,  1.11374207E+02,  1.40103554E+02,
2386356.500000000, A.D. 1821-Jul-10 00:00:00.0000, -2.206228091857422E+07,  7.055637635379113E+08,  3.371690744795476E+08,  4.64774885E+02,  8.86159951E+01,  1.42242360E+02,
2386416.500000000, A.D. 1821-Sep-08 00:00:00.0000, -8.938407929209389E+07,  7.038435246046488E+08,  3.297011039581537E+08,  4.58676372E+02,  7.90084332E+01,  1.45760444E+02,
2386476.500000000, A.D. 1821-Nov-07 00:00:00.0000, -1.560441910661070E+08,  6.968813026825681E+08,  3.197777330404604E+08,  4.49289283E+02,  8.64949608E+01,  1.50365976E+02,
2386536.500000000, A.D. 1822-Jan-06 00:00:00.0000, -2.215463804606923E+08,  6.847305757477040E+08,  3.074736240799285E+08,  4.36739610E+02,  1.06843415E+02,  1.55762194E+02,
2386596.500000000, A.D. 1822-Mar-07 00:00:00.0000, -2.854036374830084E+08,  6.674842625575159E+08,  2.928814922185305E+08,  4.21165163E+02,  1.33550539E+02,  1.61671983E+02,
2386656.500000000, A.D. 1822-May-06 00:00:00.0000, -3.471420261260898E+08,  6.452739181984237E+08,  2.761113394041073E+08,  4.02713139E+02,  1.62748170E+02,  1.67850979E+02,
2386716.500000000, A.D. 1822-Jul-05 00:00:00.0000, -4.063044008147337E+08,  6.182685924593269E+08,  2.572895389013160E+08,  3.81538520E+02,  1.92551550E+02,  1.74091652E+02,
2386776.500000000, A.D. 1822-Sep-03 00:00:00.0000, -4.624539695001503E+08,  5.866733769958651E+08,  2.365577862369167E+08,  3.57803671E+02,  2.21990104E+02,  1.80221739E+02,
2386836.500000000, A.D. 1822-Nov-02 00:00:00.0000, -5.151776569363247E+08,  5.507276593274577E+08,  2.140719280551071E+08,  3.31679633E+02,  2.50499955E+02,  1.86099771E+02,
2386896.500000000, A.D. 1823-Jan-01 00:00:00.0000, -5.640892424556749E+08,  5.107030973471930E+08,  1.900006788759271E+08,  3.03349976E+02,  2.77710195E+02,  1.91609577E+02,
2386956.500000000, A.D. 1823-Mar-02 00:00:00.0000, -6.088322429261450E+08,  4.669013370237666E+08,  1.645242396502429E+08,  2.73018907E+02,  3.03348584E+02,  1.96654851E+02,
