            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,             X_s,             Y_s,             Z_s,
2378496.500000000, A.D. 1800-Jan-01 00:00:00.0000, -7.661541747789569E+08, -2.099475653656406E+07,  6.506636722315416E+07,  9.72307492E+06,  1.49271294E+08,  4.44811822E+07,
2378556.500000000, A.D. 1800-Mar-02 00:00:00.0000, -7.637356255120782E+08, -8.593142331682917E+07,  4.539744436262500E+07,  4.96735061E+06,  1.47829231E+08,  4.52655159E+07,
2378616.500000000, A.D. 1800-May-01 00:00:00.0000, -7.553578504798248E+08, -1.502017151419386E+08,  2.537285002671814E+07,  1.73430619E+07,  1.45260651E+08,  4.56840313E+07,
2378676.500000000, A.D. 1800-Jun-30 00:00:00.0000, -7.411010218916428E+08, -2.133074666005175E+08,  5.149246803269184E+06,  2.99439431E+07,  1.41608015E+08,  4.57400551E+07,
2378736.500000000, A.D. 1800-Aug-29 00:00:00.0000, -7.210898043860424E+08, -2.747618807228761E+08, -1.511595727896262E+07,  4.21511340E+07,  1.36922004E+08,  4.54399873E+07,
2378796.500000000, A.D. 1800-Oct-28 00:00:00.0000, -6.954920101005920E+08, -3.340929992880559E+08, -3.526577438745327E+07,  5.38314150E+07,  1.31260622E+08,  4.47930927E+07,
2378856.500000000, A.D. 1800-Dec-27 00:00:00.0000, -6.645169943256872E+08, -3.908470121027868E+08, -5.514477772375530E+07,  6.48914122E+07,  1.24688284E+08,  4.38112718E+07,
2378916.500000000, A.D. 1801-Feb-25 00:00:00.0000, -6.284137993325483E+08, -4.445913820293804E+08, -7.460021044255905E+07,  7.52523724E+07,  1.17274886E+08,  4.25088175E+07,
2378976.500000000, A.D. 1801-Apr-26 00:00:00.0000, -5.874690652013223E+08, -4.949177828141468E+08, -9.348306098112981E+07,  8.48457826E+07,  1.09094897E+08,  4.09021611E+07,
2379036.500000000, A.D. 1801-Jun-25 00:00:00.0000, -5.420047289804460E+08, -5.414448404196459E+08, -1.116490990518704E+08,  9.36122262E+07,  1.00226470E+08,  3.90096145E+07,
2379096.500000000, A.D. 1801-Aug-24 00:00:00.0000, -4.923755381449268E+08, -5.838206718717973E+08, -1.289598673363380E+08,  1.01500966E+08,  9.07506099E+07,  3.68511160E+07,
2379156.500000000, A.D. 1801-Oct-23 00:00:00.0000, -4.389663791887531E+08, -6.217252009508333E+08, -1.452836250034781E+08,  1.08469690E+08,  8.07504208E+07,  3.44479805E+07,
2379216.500000000, A.D. 1801-Dec-22 00:00:00.0000, -3.821894455016140E+08, -6.548722653429825E+08, -1.604962433311184E+08,  1.14484281E+08,  7.03104712E+07,  3.18226633E+07,
2379276.500000000, A.D. 1802-Feb-20 00:00:00.0000, -3.224812649097431E+08, -6.830114989097110E+08, -1.744820464208390E+08,  1.19518553E+08,  5.95163832E+07,  2.89985434E+07,
2379336.500000000, A.D. 1802-Apr-21 00:00:00.0000, -2.602995962736639E+08, -7.059299848980640E+08, -1.871345958608322E+08,  1.23553942E+08,  4.84549007E+07,  2.59997350E+07,
2379396.500000000, A.D. 1802-Jun-20 00:00:00.0000, -1.961202051367527E+08, -7.234536704258858E+08, -1.983574159238706E+08,  1.26579164E+08,  3.72153082E+07,  2.28509440E+07,
2379456.500000000, A.D. 1802-Aug-19 00:00:00.0000, -1.304335371818768E+08, -7.354485547974256E+08, -2.080646593084547E+08,  1.28589848E+08,  2.58961053E+07,  1.95774039E+07,
2379516.500000000, A.D. 1802-Oct-18 00:00:00.0000, -6.374130851854338E+07, -7.418216303667198E+08, -2.161817071045831E+08,  1.29588148E+08,  1.46446829E+07,  1.62049873E+07,
