            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,             X_s,             Y_s,             Z_s,
2378496.500000000, A.D. 1800-Jan-01 00:00:00.0000,  5.935093253792753E+08,  4.334456424776318E+08,  1.616412495907960E+08,  1.03193454E+03,  1.20945950E+03,  3.41367327E+02,
2378556.500000000, A.D. 1800-Mar-02 00:00:00.0000,  5.506775646210253E+08,  4.871509849373133E+08,  1.765388249235700E+08,  1.15251067E+03,  1.12340322E+03,  3.09683852E+02,
2378616.500000000, A.D. 1800-May-01 00:00:00.0000,  5.033053242859206E+08,  5.368398500452679E+08,  1.899807752434990E+08,  1.26449789E+03,  1.02746870E+03,  2.75913725E+02,
2378676.500000000, A.D. 1800-Jun-30 00:00:00.0000,  4.518465996590602E+08,  5.821701348039966E+08,  2.018802219299576E+08,  1.36703790E+03,  9.22528938E+02,  2.40657795E+02,
2378736.500000000, A.D. 1800-Aug-29 00:00:00.0000,  3.967780286204519E+08,  6.228495606781672E+08,  2.121668562440202E+08,  1.45938508E+03,  8.09526266E+02,  2.04753573E+02,
2378796.500000000, A.D. 1800-Oct-28 00:00:00.0000,  3.385923164269110E+08,  6.586359251186914E+08,  2.207867271125602E+08,  1.54090544E+03,  6.89470500E+02,  1.69509072E+02,
2378856.500000000, A.D. 1800-Dec-27 00:00:00.0000,  2.777920621436055E+08,  6.893365413751762E+08,  2.277017939410758E+08,  1.61107500E+03,  5.63454147E+02,  1.37236457E+02,
2378916.500000000, A.D. 1801-Feb-25 00:00:00.0000,  2.148840959161094E+08,  7.148070026672302E+08,  2.328892898839051E+08,  1.66947713E+03,  4.32721204E+02,  1.12299852E+02,
2378976.500000000, A.D. 1801-Apr-26 00:00:00.0000,  1.503743804197969E+08,  7.349493846928427E+08,  2.363409346651780E+08,  1.71579903E+03,  2.98959009E+02,  1.01679244E+02,
2379036.500000000, A.D. 1801-Jun-25 00:00:00.0000,  8.476350366123162E+07,  7.497100217337545E+08,  2.380620408725375E+08,  1.74982740E+03,  1.66086132E+02,  1.10327172E+02,
