            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,             X_s,             Y_s,             Z_s,
2378616.500000000, A.D. 1800-May-01 00:00:00.0000, -7.827384046495622E+08,  5.119952353203209E+07,  9.516021718047015E+07,  1.66543081E+02,  8.15189140E+02,  4.83034265E+02,
2378676.500000000, A.D. 1800-Jun-30 00:00:00.0000, -7.876370487634641E+08, -6.348222399659489E+06,  6.238222945378794E+07,  1.62425360E+02,  8.20793281E+02,  4.89304369E+02,
2378736.500000000, A.D. 1800-Aug-29 00:00:00.0000, -7.868531028584224E+08, -6.385165142261389E+07,  2.915371411791462E+07,  2.00642362E+02,  8.20873333E+02,  4.93473054E+02,
2378796.500000000, A.D. 1800-Oct-28 00:00:00.0000, -7.803888354609746E+08, -1.208958656545120E+08, -4.285843939601487E+06,  2.64167494E+02,  8.15301593E+02,  4.95426183E+02,
2378856.500000000, A.D. 1800-Dec-27 00:00:00.0000, -7.682849764494358E+08, -1.770684099593296E+08, -3.769515157413748E+07,  3.39195852E+02,  8.03965587E+02,  4.95061392E+02,
2378916.500000000, A.D. 1801-Feb-25 00:00:00.0000, -7.506206405549737E+08, -2.319617113372626E+08, -7.083252066524811E+07,  4.19274786E+02,  7.86774221E+02,  4.92291623E+02,
2378976.500000000, A.D. 1801-Apr-26 00:00:00.0000, -7.275130917872330E+08, -2.851755306102618E+08, -1.034573014867880E+08,  5.01325844E+02,  7.63665468E+02,  4.87050439E+02,
2379036.500000000, A.D. 1801-Jun-25 00:00:00.0000, -6.991173439285570E+08, -3.363194250141659E+08, -1.353313355787220E+08,  5.83586033E+02,  7.34615599E+02,  4.79299156E+02,
2379096.500000000, A.D. 1801-Aug-24 00:00:00.0000, -6.656255912545264E+08, -3.850152138801031E+08, -1.662204256990229E+08,  6.64830606E+02,  6.99650215E+02,  4.69035897E+02,
2379156.500000000, A.D. 1801-Oct-23 00:00:00.0000, -6.272664416860528E+08, -4.308994453324051E+08, -1.958958224766462E+08,  7.44070697E+02,  6.58857644E+02,  4.56306827E+02,
2379216.500000000, A.D. 1801-Dec-22 00:00:00.0000, -5.843039614574656E+08, -4.736258662328987E+08, -2.241357282890447E+08,  8.20426897E+02,  6.12406207E+02,  4.41220087E+02,
2379276.500000000, A.D. 1802-Feb-20 00:00:00.0000, -5.370365093738889E+08, -5.128678760414898E+08, -2.507268101827350E+08,  8.93074104E+02,  5.60568557E+02,  4.23963195E+02,
2379336.500000000, A.D. 1802-Apr-21 00:00:00.0000, -4.857953464646115E+08, -5.483209568472348E+08, -2.754657180393104E+08,  9.61218394E+02,  5.03760309E+02,  4.04825044E+02,
2379396.500000000, A.D. 1802-Jun-20 00:00:00.0000, -4.309430024866779E+08, -5.797050667695730E+08, -2.981606009891112E+08,  1.02408978E+03,  4.42609785E+02,  3.84223880E+02,
2379456.500000000, A.D. 1802-Aug-19 00:00:00.0000, -3.728714016381019E+08, -6.067669867519512E+08, -3.186326178071042E+08,  1.08094356E+03,  3.78101233E+02,  3.62742482E+02,
2379516.500000000, A.D. 1802-Oct-18 00:00:00.0000, -3.119997236092042E+08, -6.292825838408458E+08, -3.367174215968274E+08,  1.13106667E+03,  3.11906506E+02,  3.41170001E+02,
2379576.500000000, A.D. 1802-Dec-17 00:00:00.0000, -2.487719900083621E+08, -6.470589813235300E+08, -3.522666128743206E+08,  1.17378697E+03,  2.47241183E+02,  3.20544518E+02,
2379636.500000000, A.D. 1803-Feb-15 00:00:00.0000, -1.836543747092088E+08, -6.599366067023325E+08, -3.651491455498207E+08,  1.20848442E+03,  1.91171537E+02,  3.02177597E+02,
2379696.500000000, A.D. 1803-Apr-16 00:00:00.0000, -1.171322364901780E+08, -6.677910864200202E+08, -3.752526683733165E+08,  1.23460302E+03,  1.59077781E+02,  2.87619917E+02,
2379756.500000000, A.D. 1803-Jun-15 00:00:00.0000, -4.970686678115085E+07, -6.705349492145697E+08, -3.824847789780287E+08,  1.25166314E+03,  1.69642872E+02,  2.78506722E+02,
2379816.500000000, A.D. 1803-Aug-14 00:00:00.0000,  1.810803736739440E+07, -6.681191172712728E+08, -3.867741786930614E+08,  1.25927339E+03,  2.18763592E+02,  2.76245830E+02,
2379876.500000000, A.D. 1803-Oct-13 00:00:00.0000,  8.579015836051846E+07, -6.605341429596205E+08, -3.880717028615650E+08,  1.25714178E+03,  2.87889579E+02,  2.81626269E+02,
2379936.500000000, A.D. 1803-Dec-12 00:00:00.0000,  1.528125847156200E+08, -6.478111504486369E+08, -3.863512003576898E+08,  1.24508563E+03,  3.65486637E+02,  2.94565030E+02,
2379996.500000000, A.D. 1804-Feb-10 00:00:00.0000,  2.186480601579996E+08, -6.300224525848010E+08, -3.816102441239499E+08,  1.22303984E+03,  4.46162039E+02,  3.14169340E+02,
2380056.500000000, A.D. 1804-Apr-10 00:00:00.0000,  2.827734111196066E+08, -6.072818164697369E+08, -3.738706551765390E+08,  1.19106339E+03,  5.27065395E+02,  3.39050354E+02,
