            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,             X_s,             Y_s,             Z_s,
2378496.500000000, A.D. 1800-Jan-01 00:00:00.0000, -7.191061716409721E+08,  2.169049991263443E+08,  8.363340933993398E+07,  1.14891379E+02,  3.07212645E+02,  1.08269270E+02,
2378556.500000000, A.D. 1800-Mar-02 00:00:00.0000, -7.409526606856264E+08,  1.540516413839074E+08,  6.477985017879622E+07,  8.76891660E+01,  3.16636445E+02,  1.09754496E+02,
2378616.500000000, A.D. 1800-May-01 00:00:00.0000, -7.567839367792195E+08,  8.994529924587473E+07,  4.539945197434731E+07,  6.39682972E+01,  3.23590191E+02,  1.11116346E+02,
2378676.500000000, A.D. 1800-Jun-30 00:00:00.0000, -7.665646717157344E+08,  2.511721759970751E+07,  2.565505097362686E+07,  5.02735011E+01,  3.28054119E+02,  1.12332204E+02,
2378736.500000000, A.D. 1800-Aug-29 00:00:00.0000, -7.703102116657499E+08, -3.991149313790116E+07,  5.707552817986393E+06,  5.53425332E+01,  3.30020587E+02,  1.13381607E+02,
2378796.500000000, A.D. 1800-Oct-28 00:00:00.0000, -7.680834572871325E+08, -1.046339119769382E+08, -1.428539069054943E+07,  7.55781821E+01,  3.29493558E+02,  1.14246345E+02,
2378856.500000000, A.D. 1800-Dec-27 00:00:00.0000, -7.599915254118578E+08, -1.685607563548878E+08, -3.417052294768673E+07,  1.02160699E+02,  3.26488504E+02,  1.14910853E+02,
2378916.500000000, A.D. 1801-Feb-25 00:00:00.0000, -7.461822801960955E+08, -2.312232538080080E+08, -5.379994869173188E+07,  1.30948370E+02,  3.21032608E+02,  1.15362791E+02,
2378976.500000000, A.D. 1801-Apr-26 00:00:00.0000, -7.268408314301375E+08, -2.921754832480414E+08, -7.303193813326265E+07,  1.60329071E+02,  3.13165194E+02,  1.15593775E+02,
2379036.500000000, A.D. 1801-Jun-25 00:00:00.0000, -7.021860749315490E+08, -3.509962348386866E+08, -9.173158163026354E+07,  1.89540952E+02,  3.02938334E+02,  1.15600163E+02,
2379096.500000000, A.D. 1801-Aug-24 00:00:00.0000, -6.724673350962411E+08, -4.072904374730878E+08, -1.097713080741879E+08,  2.18131413E+02,  2.90417612E+02,  1.15383859E+02,
2379156.500000000, A.D. 1801-Oct-23 00:00:00.0000, -6.379611356489904E+08, -4.606902121950849E+08, -1.270312858388714E+08,  2.45778507E+02,  2.75683074E+02,  1.14953075E+02,
