            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,             X_s,             Y_s,             Z_s,
2378616.500000000, A.D. 1800-May-01 00:00:00.0000, -7.473647625834857E+08,  1.070918832784796E+08,  6.471431716949821E+06,  7.41655809E+01,  4.11407512E+02,  1.94408070E+02,
2378676.500000000, A.D. 1800-Jun-30 00:00:00.0000, -7.555487484933597E+08,  4.409228692893997E+07, -2.134592647623540E+07,  5.64162698E+01,  4.17787912E+02,  1.94617357E+02,
2378736.500000000, A.D. 1800-Aug-29 00:00:00.0000, -7.575395080679576E+08, -1.927113376825316E+07, -4.898967527287676E+07,  6.79444705E+01,  4.20863849E+02,  1.93734377E+02,
2378796.500000000, A.D. 1800-Oct-28 00:00:00.0000, -7.533748170361760E+08, -8.248074635902937E+07, -7.623691157449523E+07,  9.92370568E+01,  4.20604081E+02,  1.91770583E+02,
2378856.500000000, A.D. 1800-Dec-27 00:00:00.0000, -7.431440479140068E+08, -1.450294101969568E+08, -1.028720545450926E+08,  1.37176954E+02,  4.16999773E+02,  1.88752732E+02,
2378916.500000000, A.D. 1801-Feb-25 00:00:00.0000, -7.269855330998517E+08, -2.064248244322694E+08, -1.286885932838305E+08,  1.77084389E+02,  4.10065284E+02,  1.84724347E+02,
2378976.500000000, A.D. 1801-Apr-26 00:00:00.0000, -7.050835443835913E+08, -2.661934303222350E+08, -1.534906205250000E+08,  2.17261541E+02,  3.99839082E+02,  1.79747796E+02,
2379036.500000000, A.D. 1801-Jun-25 00:00:00.0000, -6.776649800544291E+08, -3.238838502899929E+08, -1.770941494846542E+08,  2.56868475E+02,  3.86384724E+02,  1.73907106E+02,
2379096.500000000, A.D. 1801-Aug-24 00:00:00.0000, -6.449958476162905E+08, -3.790698550678518E+08, -1.993282149082935E+08,  2.95362547E+02,  3.69791964E+02,  1.67311675E+02,
2379156.500000000, A.D. 1801-Oct-23 00:00:00.0000, -6.073776005695677E+08, -4.313528703468452E+08, -2.200357655887915E+08,  3.32326937E+02,  3.50178061E+02,  1.60101095E+02,
2379216.500000000, A.D. 1801-Dec-22 00:00:00.0000, -5.651434209136035E+08, -4.803640502792450E+08, -2.390743664683914E+08,  3.67409283E+02,  3.27689627E+02,  1.52451286E+02,
2379276.500000000, A.D. 1802-Feb-20 00:00:00.0000, -5.186544978932602E+08, -5.257659329158359E+08, -2.563167185662507E+08,  4.00297212E+02,  3.02505608E+02,  1.44581970E+02,
2379336.500000000, A.D. 1802-Apr-21 00:00:00.0000, -4.682963518992779E+08, -5.672537132200698E+08, -2.716510151558213E+08,  4.30708097E+02,  2.74842682E+02,  1.36764916E+02,
2379396.500000000, A.D. 1802-Jun-20 00:00:00.0000, -4.144752386179374E+08, -6.045561696751074E+08, -2.849811516856362E+08,  4.58384871E+02,  2.44965808E+02,  1.29331061E+02,
2379456.500000000, A.D. 1802-Aug-19 00:00:00.0000, -3.576146792046338E+08, -6.374362900621686E+08, -2.962268121459491E+08,  4.83094627E+02,  2.13210403E+02,  1.22672104E+02,
2379516.500000000, A.D. 1802-Oct-18 00:00:00.0000, -2.981521278929445E+08, -6.656916168230553E+08, -3.053234404339409E+08,  5.04628491E+02,  1.80032601E+02,  1.17228555E+02,
2379576.500000000, A.D. 1802-Dec-17 00:00:00.0000, -2.365357898247221E+08, -6.891543621190715E+08, -3.122221200177077E+08,  5.22802113E+02,  1.46134785E+02,  1.13453909E+02,
2379636.500000000, A.D. 1803-Feb-15 00:00:00.0000, -1.732216024653950E+08, -7.076913257999357E+08, -3.168893767482893E+08,  5.37456384E+02,  1.12819181E+02,  1.11749304E+02,
2379696.500000000, A.D. 1803-Apr-16 00:00:00.0000, -1.086703836885586E+08, -7.212036471305543E+08, -3.193069182016382E+08,  5.48458210E+02,  8.30978151E+01,  1.12380633E+02,
2379756.500000000, A.D. 1803-Jun-15 00:00:00.0000, -4.334513555027054E+07, -7.296264128122891E+08, -3.194713189708548E+08,  5.55701225E+02,  6.46987982E+01,  1.15412828E+02,
2379816.500000000, A.D. 1803-Aug-14 00:00:00.0000,  2.229150065630371E+07, -7.329281603635747E+08, -3.173936687903541E+08,  5.59106415E+02,  6.91625534E+01,  1.20698379E+02,
2379876.500000000, A.D. 1803-Oct-13 00:00:00.0000,  8.777964440562409E+07, -7.311102924992166E+08, -3.130991895967209E+08,  5.58622631E+02,  9.38992279E+01,  1.27925604E+02,
2379936.500000000, A.D. 1803-Dec-12 00:00:00.0000,  1.526644463578542E+08, -7.242064156153179E+08, -3.066268264284925E+08,  5.54226968E+02,  1.27697855E+02,  1.36695737E+02,
2379996.500000000, A.D. 1804-Feb-10 00:00:00.0000,  2.164982502228965E+08, -7.122816227836127E+08, -2.980288204650846E+08,  5.45925042E+02,  1.64835459E+02,  1.46591689E+02,
